case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
90,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,9,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,(Aplausos.),high,Los argentinos estamos acostumbrados a que los gobiernos no hablen de ciertos problemas. La,"Quote found on p0009 (last supplied image); ""(Aplausos.)"" appears earlier in the same paragraph, right before the quoted sentence. Label unchanged since p0006.",
91,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,11,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,none,high,Debemos decidirnos a asumir el desafío del conocimiento. Hoy más que nunca el mundo,Quote found on p0011 (last supplied image); label unchanged since p0006 across all six pages.,
92,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Estamos en eso.,None.,
93,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,4,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Rodríguez Saá para una manifestación en minoría.,None.,
94,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,5,Sr. Agúndez,Sr. Agúndez.-,yes,yes,same-paragraph,none,high,Señor presidente: en ese entendimiento hemos estado trabajando con este proyecto y otras iniciativas,None.,
95,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,12,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Corresponde considerar si se trata sobre tablas el proyecto de comunicación del señor senador,"Printed as ""Sr. Presidente (Losada). — Corresponde considerar..."" (em dash, not a hyphen, separates label from speech on this page).",
96,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,13,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"En primer lugar, corresponde votar el tratamiento sobre tablas.",None.,
97,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,34,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"Ambiguous — the identical sentence ""Queda aprobada la comunicación. Se procederá en consecuencia."" is printed twice on p0034 (closing item 68 and again closing item 69), both under the identical label Sr. Presidente (Losada). Reporting the first (item 68) occurrence.",
98,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,34,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"Ambiguous — same duplicated sentence as case 97, on the same page; reporting the second (item 69) occurrence, but the label is identical either way.",
99,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,51,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Villarroel.,None.,
100,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,5,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Continúa la lectura de los Asuntos entrados.,None.,
101,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,7,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Secretaría entiende que todos los proyectos con pedido de tratamiento en la sesión anterior,Label opens the paragraph containing the quoted words directly.,
102,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,12,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por Córdoba.,Label opens the paragraph containing the quoted words directly.,
103,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,29,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora por San Luis.,Label opens the paragraph containing the quoted words directly.,
104,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,33,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,Label opens the paragraph containing the quoted words directly; only one occurrence on the page.,
105,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,36,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobado el artículo 2° con la modificación propuesta. Continúa la consideración en particular.,Label opens the paragraph containing the quoted words directly.,
106,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,39,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Molinari Romero.,Label opens the paragraph containing the quoted words directly.,
107,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,25,Sr. Martínez Almudevar,Sr. Martínez Almudevar.,yes,yes,same-paragraph,none,high,De acuerdo.,Short one-line turn; label opens the paragraph containing the quoted words.,
108,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,34,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda cerrada la conferencia.,Label opens the paragraph containing the quoted words directly.,
109,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,44,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,low,Pido la palabra.,"Ambiguous — ""Pido la palabra."" is printed twice on this page as a complete turn, once under Sr. Gioja and once under Sr. Molinari Romero, with no other text to distinguish which one the brief intends. Reporting Sr. Gioja (the earlier of the two) but this choice has no principled basis.",
110,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,59,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"Corresponde considerar el proyecto de comunicación de los señores senadores Maya, Arnold y otros",Label opens the paragraph containing the quoted words directly.,
111,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,61,Sr. Villaverde,Sr. Ulloa.,phrase-printed-twice,yes,same-paragraph,none,low,Pido la palabra.,"Ambiguous — ""Pido la palabra."" is printed twice on this page, once under Sr. Ulloa and once under Sr. Villaverde, with nothing else to distinguish them. Reporting Sr. Ulloa (the earlier of the two) but this choice has no principled basis.","parser right — page 61 prints 'Pido la palabra.' twice, once under Sr. Ulloa and once under Sr. Villaverde, and the parser records both turns, one under each. Cases 111 and 112 are those two turns; the reader reported the first occurrence for both."
112,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,61,Sr. Ulloa,Sr. Ulloa.,yes,yes,same-paragraph,none,low,Pido la palabra.,"Same page and same quoted words as case 111. Ambiguous — ""Pido la palabra."" appears twice, once under Sr. Ulloa and once under Sr. Villaverde, with nothing else to distinguish them. Reporting Sr. Ulloa (the earlier of the two) but this choice has no principled basis.",
113,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,62,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Señor senador: hay que votar en particular. Estamos sin quórum. —,"Label opens the paragraph containing the quoted words; the quote is immediately followed by the stage direction ""— Se llama para formar quórum."" within the same turn.",
114,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,65,Sra. Sapag,Sra. Sapag.,yes,yes,same-paragraph,none,high,Señor presidente: existe un dictamen independiente del proyecto del señor senador Cafiero y del,Label opens the paragraph containing the quoted words directly.,
115,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,2,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Invito al señor senador Busti a proceder al izamiento de la bandera nacional en,Label opens the paragraph containing the quoted words directly.,
116,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,2,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Aprobado. Mientras el señor secretario invita al señor jefe de Gabinete de Ministros a,Label opens the paragraph containing the quoted words directly.,
117,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,16,Sr. Presidente (López Arias),Sr. Presidente (López Arias).—,yes,yes,same-paragraph,none,high,Muchas gracias. Me avisan que la señora senadora Colombo no se encuentra. Señor senador,"Label opens the paragraph containing the quoted words directly; note the page prints the dash attached to the label with no space (""(López Arias).— Muchas gracias..."").",
118,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,23,Sr. Presidente (López Arias),Sr. Presidente (López Arias).—,yes,yes,same-paragraph,none,high,"Señora senadora Isidori, ¿va a hacer uso de la palabra?",Label opens the paragraph containing the quoted words directly.,
119,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,25,Sr. Losada,Sr. Losada.,yes,yes,same-paragraph,none,high,"Señor presidente: si usted me autoriza, tengo una pregunta. Así redondeamos. Fue muy ponderable",Label opens the paragraph containing the quoted words directly.,
120,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,26,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Señor senador: no vamos a dialogar. Señor jefe de Gabinete de Ministros: dé la,Label opens the paragraph containing the quoted words directly.,
121,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,26,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Martí.,Label opens the paragraph containing the quoted words directly.,
122,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,36,Sra. Raso,Sra. Raso.,yes,yes,same-paragraph,none,high,"Sí, señor presidente: voy a referirme a dos preguntas. Con respecto a la pregunta",Label opens the paragraph containing the quoted words directly.,
123,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,39,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: respecto del tema del gasoil, quiero ratificar lo que manifesté anteriormente. Aproximadamente,",Label opens the paragraph containing the quoted words directly.,
124,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,39,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"Hecha la aclaración, tiene la palabra el señor jefe de Gabinete de Ministros.",Label opens the paragraph containing the quoted words directly.,
125,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,41,Sr. Mayans,Sr. Mayans.,yes,yes,same-paragraph,none,high,"Señor presidente: voy a ser breve. En primer lugar, quiero decir que el señor",Label opens the paragraph containing the quoted words directly.,
126,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,41,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor jefe de Gabinete de Ministros.,"Single instance of this exact phrase on the page, immediately following the label.",
127,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,50,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Sí, señor presidente.","Appears as his reply to ""Sr. Presidente (Maqueda). — Señor jefe de Gabinete, ¿le concede la interrupción a la senadora?""",
128,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,50,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,"Señor presidente: creo que estamos viviendo un hecho inédito, según tengo entendido, en esta",none,
129,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,52,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Sí, señor presidente.",Reply to Sr. Presidente (Maqueda) asking whether he grants the interruption to senator Maestro.,
130,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,52,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Señor jefe de Gabinete de Ministros, le pide una interrupción el señor senador Maestro,",none,
131,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sr. Maestro,Sr. Maestro.,yes,yes,same-paragraph,none,high,Señor presidente: quiero hacer una pregunta puntual. Los patagónicos tenemos el anhelo de poder,none,
132,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Solamente quedan por hacer uso de la palabra los dos presidentes de los bloques,none,
133,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Gracias. Señora senadora Isidori...,"""Gracias."" and ""Señora senadora Isidori..."" are two lines of the same paragraph under this one label; the next line is a new turn by Sra. Isidori replying ""No, señor presidente.""",
134,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,55,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: voy a responder por escrito al interrogante, no obstante lo cual tenemos",none,
135,2003-03-26_r05,2003-03-26_r05_ORDINARIA.pdf,79,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Señor senador Prades: la señora senadora Negre de Alonso le pide una interrupción. ¿Se,none,
136,2003-03-26_r05,2003-03-26_r05_ORDINARIA.pdf,173,Sr. Maestro,Sr. Maestro.,yes,yes,same-paragraph,none,high,No le voy a dar ninguna interrupción.,none,
137,2003-03-26_r05,2003-03-26_r05_ORDINARIA.pdf,186,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,(Aplausos y manifestaciones en las galerías.),high,La Presidencia va a aclarar el sentido de la votación. La votación por el,"The stage direction sits inside the same turn, between ""Está excusado señor senador Barrionuevo."" and the quoted sentence; it does not open a new label.",
138,2003-05-28_r09,2003-05-28_r09_ORDINARIA.pdf,9,Sr. Martí,Sr. Martí.,yes,yes,same-paragraph,none,high,Señor presidente: pido que se incluya en la comisión que presido —de Defensa Nacional—,"Preceded on the page by the bold-caps section title ""11 / Destino de un proyecto"", which sits above the label, not inside the paragraph.",
139,2003-05-28_r09,2003-05-28_r09_ORDINARIA.pdf,17,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: quiero hacer también un reconocimiento al contador Jorge Amarfil, un hombre joven",none,
140,2003-05-28_r09,2003-05-28_r09_ORDINARIA.pdf,20,Sr. Walter,Sr. Walter.,yes,yes,same-paragraph,none,high,"Por las mismas razones a las que ha hecho referencia la senadora Avelín, pido",none,
141,2003-08-20_r17,2003-08-20_r17_ORDINARIA.pdf,22,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Infraestructura, Vivienda y Transporte en el","Quoted words open the paragraph, right after the bold-caps section heading ""55 / Orden del Día N˚ 517 / Régimen de gestión para protección de los humedales"" printed above it.",
142,2003-09-03_r20,2003-09-03_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,10,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Señora senadora: el señor senador Baglini le solicita una interrupción...,"This page carries no running head (date/page line) at all, unlike the other pages read; the label itself is printed plainly as ""Sr. Presidente."" with no parenthetical name.",
143,2003-09-03_r20,2003-09-03_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,57,Sr. Baglini,Sr. Baglini.,yes,yes,same-paragraph,none,high,Es para fundar por qué no voy a estar presente...,none,
144,2003-10-01_r23,2003-10-01_r23_ORDINARIA.pdf,22,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,En consideración en general. Tiene la palabra la señora senadora Ibarra.,"The immediately preceding paragraph on the same page opens the same item under ""Sr. Presidente (Maqueda).""; this next paragraph drops the parenthetical and is printed simply as ""Sr. Presidente."" — transcribed as printed.",
145,2003-10-08_r25,2003-10-08_r25_TRIBUNAL_DE_JUICIO_POLITICO.pdf,98,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,— El artículo 8° es de forma.,medium,"Se cambian las reglas. No hay que fundamentar, hay que votar. — El artículo","The quoted span runs from Sr. Pichetto's spoken words into the next printed line, an italicized procedural note (""— El artículo 8° es de forma."") that is furniture, not speech, and carries no speaker label of its own.",
146,2003-10-15_r26,2003-10-15_r26_ORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Maestro.,none,
147,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,47,Sr. Schorr,Sr. Schorr.,yes,yes,same-paragraph,none,high,No recuerdo que el texto diga exactamente eso. Si lo dice ahí...,none,
148,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,56,Sr. Diputado Falú,Sr. Diputado Falú.,yes,yes,same-paragraph,none,high,"Por la resolución 18 me refiero, doctor.",none,
149,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,82,Sr. Schorr,Sr. Schorr.,yes,yes,same-paragraph,none,high,Pero con ecuanimidad y respetando las formas. La Procuración...,none,
150,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,88,Sra. Ibarra,Sra. Ibarra.,yes,yes,same-paragraph,none,high,"Teniendo en cuenta que había organismos del Estado que dictaminaron la improcedencia del reclamo,",none,
151,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,88,Sra. Ibarra,Sra. Ibarra.,yes,yes,same-paragraph,none,high,¿Que era asesor letrado o especializado?,Straightforward Q&A exchange with Sr. Schorr; label directly opens the quoted question.,
152,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,75,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Item 182 (""Pedido de reglamentación de la ley 25.146""); label uses closed em dash ""Presidente.—"" with no space, as printed.",
153,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,41,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,"(Aplausos en las bancas y en las galerías.) appears in the preceding sentence of the same oath exchange; immediately after the quoted words: ""— Varios señores senadores rodean y felicitan a la señora senadora Leguizamón. — Luego de unos instantes:""",high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","Printed as ""Sr. Presidente.-"" with a hyphen, not the usual em dash ""—"" seen elsewhere on the page; transcribed exactly as it appears.",
154,2003-12-03_r39,2003-12-03_r39_TRIBUNAL_DE_JUICIO_POLITICO.pdf,8,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Continúa la sesión del H. Senado constituido en Tribunal de Juicio Político. Por Secretaría,"Opens section ""6 Fallo de la causa""; preceded on the page by ""[Volver al sumario]"" furniture, which is outside this paragraph.",
155,2004-02-24_r43,2004-02-24_r43_EXTRAORDINARIA.pdf,65,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,El senador Miranda va a contestar con relación a la propuesta.,None.,
156,2004-02-24_r43,2004-02-24_r43_EXTRAORDINARIA.pdf,72,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Se extiende el período de votación para que voten los senadores que no han,"Quoted sentence is cut off at the bottom of the page (continues onto the next page, not supplied).",
157,2004-04-07_r05,2004-04-07_r05_ORDINARIA.pdf,3,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Queda aprobado.,"Under section ""2 Plan de labor""; immediately preceded (outside the paragraph) by italic ""— La votación resulta afirmativa.""",
158,2004-04-14_r06,2004-04-14_r06_ORDINARIA.pdf,28,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Corresponde la consideración de los órdenes del día con proyectos de ley que por,"Opens item ""76, Orden del Día N° 61"".",
159,2004-04-14_r06,2004-04-14_r06_ORDINARIA.pdf,28,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,"Same page as case 158, within item ""76""; note interjection ""Sr. Daniele. — Señor presidente: no se marca mi voto..."" occurs just before this label but is a separate full turn, not furniture.",
160,2004-04-14_r06,2004-04-14_r06_ORDINARIA.pdf,34,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Closes item ""81"" (proyecto de comunicación), immediately before bold section ""82"".",
161,2004-05-05_r09,2004-05-05_r09_ORDINARIA.pdf,27,Sr. Losada,Sr. Losada. —,yes,yes,same-paragraph,none,high,Pido la palabra.,"Only one instance of ""Pido la palabra."" on the page, under section ""55 Tratamientos sobre tablas acordados"".",
162,2004-06-02_r12,2004-06-02_r12_ORDINARIA.pdf,76,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,"further down the same turn, before the next label: ""— El texto es el siguiente:"" and the heading ""Orden del Día Nº 286""",medium,"Corresponde la consideración en conjunto de los órdenes del día con proyectos de comunicación,","This page consistently prints the label with a space before the period (""Sr. Presidente . —""), unlike the closed ""Sr. Presidente.—"" seen on other pages; transcribed exactly as it visually appears, but flagging the unusual spacing.",
163,2004-06-23_r14,2004-06-23_r14_ORDINARIA.pdf,25,Sr. Morales,Sr. Morales. —,yes,yes,same-paragraph,none,high,... a convertirse en verdaderos oráculos del sistema de convivencia que los ha llevado,"Quoted text is the resumption (""..."") of a sentence Morales began earlier, after a brief exchange (Sr. Fernández asking to interrupt, Sr. Presidente, Sr. Morales declining, Sr. Presidente ""Continúe.""); the governing label is Morales's own resumed turn, not the intervening exchange.",
164,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,92,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"ambiguous - the identical sentence ""Queda aprobada la comunicación. Se procederá en consecuencia."" is printed twice on this page (closing item 32, Orden del Día N° 510, and again closing item 33, Orden del Día N° 513), each time under the same label ""Sr. Presidente (Guinle).""; picked the first (item 32) occurrence.",
165,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,92,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"ambiguous - same duplicate sentence as case 164; this time reporting the second occurrence (closing item 33, Orden del Día N° 513), also under ""Sr. Presidente (Guinle).""; the case gives the identical image and phrase as case 164, so both occurrences remain candidates.",
166,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,154,Sr. Losada,Sr. Losada. —,yes,yes,same-paragraph,none,high,"Señor presidente: obviamente, los cuestionamientos, las razones y las argumentaciones que en el análisis",None.,
167,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,170,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,"immediately after the quoted words, still within the same turn: ""— Se practica la votación por medios electrónicos.""",high,"En consideración el Capítulo VIII, artículo 36. Si no se hace uso de la",None.,
168,2004-08-25_r21,2004-08-25_r21_ORDINARIA.pdf,9,Sra. Giustiniani,Sra. Giustiniani. —,yes,yes,same-paragraph,none,high,"Creo que hay que fundamentar la votación muy brevemente. En primer lugar, se ha",None.,
169,2004-10-06_r27,2004-10-06_r27_ORDINARIA.pdf,42,Sra. Ibarra,Sra. Ibarra. —,yes,yes,same-paragraph,none,high,Que se registre mi oposición a esta forma de votar.,None.,
170,2004-10-27_r31,2004-10-27_r31_ORDINARIA.pdf,25,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,"immediately after the quoted words, still within the same turn: ""— El resultado de la votación surge del Acta N° 5""",high,Se registran 46 votos por la afirmativa. Unanimidad. —,"This is under item 33 (""Monumento natural nacional y especie protegida al cóndor andino""); a similarly worded vote count (""Se registran 47 votos..."") appears earlier on the page under a different item, but the exact wording quoted (""46 votos... Unanimidad."") matches only this instance.",
171,2004-11-10_r32,2004-11-10_r32_ORDINARIA.pdf,111,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,"immediately after the quoted words, still within the same turn: ""— La votación resulta afirmativa.""",high,En consideración la preferencia.,"Under section ""141 Mociones de Preferencia"", following Sr. Losada's request for a preference for expediente S-3347.",
172,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,96,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,"the quoted characters ""E 13"" are themselves part of the furniture line ""— El resultado de la votación surge del Acta N[o] 13"" (printed with a garbled/misrendered ""N°"" as ""NE""), not spoken text",low,E 13,"This is a fault worth flagging: the quoted snippet ""E 13"" is not speech at all, it is a fragment of the italicized editorial note citing the vote-result Acta number, printed between Sr. Secretario (Estrada)'s vote announcement (""Se registraron 40 votos por la afirmativa..."") and the next bold label ""Sr. Presidente (Guinle) .— Queda sancionado el proyecto de ley."" Since that note is not preceded by its own bold label, it falls within the still-open Secretario turn, but it is furniture, not a quotable utterance by any speaker.","READER RIGHT — the sampled 'turn' is not speech. It is the tail of the note 'El resultado de la votación surge del Acta N° 13', cut off because the degree sign comes from another font. Parser 0.4.12 gives such a scrap back to its note; 102 blocks corpus-wide were tested and 48 were scraps of this kind. The only defect this round found."
173,2004-12-16_r36,2004-12-16_r36_ORDINARIA.pdf,99,Sr. Presidente (Guinle),Sr. Presidente (Guinle),yes,yes,same-paragraph,none,medium,"Este es uno de los cinco proyectos, y sólo se plantearon abstenciones. Pasamos a","On this page the label is printed without the period seen elsewhere (""Sr. Presidente (Guinle) —"" rather than ""Sr. Presidente (Guinle). —""); transcribed exactly as printed here, under item ""173 Modificación de ley 22.415"".",
174,2004-12-16_r37,2004-12-16_r37_ORDINARIA.pdf,43,Sr. Bussi,Sr. Bussi. —,yes,yes,same-paragraph,none,high,"Señor presidente: el artículo 37 se refiere a la protección al turista, omitiendo la",None.,
175,2005-03-16_r05,2005-03-16_r05_ORDINARIA.pdf,108,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,"immediately after the quoted words, still within the same turn: ""[Incorporar C.D. 2/05]""",high,Por Secretaría se dará lectura.,"Under section ""198 Plan de abastecimiento de gasoil"".",
176,2005-04-06_r06,2005-04-06_r06_ESPECIAL.pdf,7,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Lescano.,Single instance on page; label directly opens the sentence quoted.,
177,2005-04-06_r07,2005-04-06_r07_ORDINARIA.pdf,21,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"Corresponde considerar el proyecto de resolución, con modificaciones, de la señora senadora Sánchez y",Single instance on page; label directly opens the sentence quoted.,
178,2005-05-04_r11,2005-05-04_r11_ORDINARIA.pdf,23,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"Para una interrupción, tiene la palabra el señor senador Pichetto.",Single instance on page; label directly opens the sentence quoted.,
179,2005-05-18_r14,2005-05-18_r14_ORDINARIA.pdf,36,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,"Estamos de acuerdo, señor presidente.",Single instance on page; label directly opens the sentence quoted.,
180,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,5,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Pido la palabra.,First line of the page; single instance of the quoted words.,
