case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
144,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,33,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Turismo en el proyecto de resolución,"Ambiguous by position: item 66 and item 67 both open this way, and the last line of the page is cut off mid-sentence; both carry this same label.",
145,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,33,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Turismo en el proyecto de resolución,"Same quoted words as case 144; item 66 and the truncated item 67 both open this way, and both carry this same label.",
146,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,38,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones de Asuntos Administrativos y Municipales, de Transportes",Opens item 80 on railway-company subsidies.,
147,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,44,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Single occurrence of this exact wording on the page, after Orden del Día N° 589.",
148,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,53,Sr. Presidente (Menem),Sr. Presidente (Menem). —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","The chair on this page is printed as Menem, not Losada; ""Si no se hace uso de la palabra..."" is the next line of the same turn.",
149,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,55,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar la moción","Vote on the motion to modify the plan de labor, at the top of the page.",
150,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,9,Sra. Sapag,Sra. Sapag. —,yes,yes,same-paragraph,none,high,Es para dejar constancia de que no presto acuerdo a la solicitud del Poder,The quoted words open the turn immediately after the chair gives the floor to the senator from Neuquén.,
151,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,18,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — the same words appear twice on pág. 18 (Orden del Día Nº 979 and Nº 970), but both are governed by the identical label Sr. Presidente (Menem).",
152,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,18,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — two occurrences on pág. 18; both under Sr. Presidente (Menem), so the answer is the same either way.",
153,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,24,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,ambiguous — the sentence appears twice on pág. 24 (top of page and after the S. 1520/01 vote); both under Sr. Presidente (Menem).,
154,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,30,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Section 48, after the [S. 974/01] heading; ""En consideración en general."" opens the labelled paragraph and ""Si no se hace uso de la palabra, se va a votar."" continues the same turn.",
155,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,30,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Single occurrence on pág. 30, closing section 48.",
156,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,31,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por Córdoba.,"Only one ""por Córdoba"" call on pág. 31, preceding Sr. Molinari Romero's intervention.",
157,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,39,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el Título","""...se va a votar el Título IX, con las modificaciones propuestas por el señor senador Agúndez.""",
158,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,47,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"La Presidencia informa que el cuerpo está sesionando en minoría, por lo cual se",Follows the Sr. Secretario (Oyarzún) paragraph in section 63.,
159,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,8,Sr. Agúndez,Sr. Agúndez.,yes,yes,same-paragraph,none,high,Señor presidente: solicito la incorporación en el plan de labor del proyecto de ley,"Section ""9 bis - Plan de Labor (continuación)"" on pág. 8.",
160,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,9,Sr. Pruyas,Sr. Pruyas.,yes,yes,same-paragraph,none,high,"Señor presidente: solicito la inclusión en el punto ""Tratamientos sobre Tablas"" de un proyecto","Printed as ""Sr. Pruyas. — Señor presidente: solicito la inclusión en el punto ""Tratamientos sobre Tablas"" de un proyecto de resolución de mi autoría"".",
161,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,11,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por La Rioja.,Precedes Sr. Galván's intervention on pág. 11; single occurrence.,
162,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,25,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"Si hay asentimiento, así se hará.","Reply to Sr. Gioja's ""Propongo que se vote por capítulos"" in section 57 (Firma digital).",
163,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,29,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,"¡Lo vamos a extrañar, senador!",One-line turn on pág. 29 between two Sr. Presidente (Menem) turns.,
164,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,30,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,"Señor presidente: voy a solicitar que se inserte lo que pensaba decir, en coincidencia","Follows the president's ""Tiene la palabra el señor senador por San Juan."" on pág. 30.",
165,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,32,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"Quedará constancia del voto negativo del señor senador por La Pampa, Carlos Verna.","Section 64 on pág. 32, answering Sr. Verna's request.",
166,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,35,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,Señor presidente: solicito el tratamiento sobre tablas de este dictamen.,"Section 66 on pág. 35, after ""Tiene la palabra el señor senador por San Juan.""",
167,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,7,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador San Millán.,"Section 4 on pág. 7, between Sr. San Millán's ""Pido la palabra"" and his speech.",
168,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,7,Sr. Yoma,Sr. Yoma.,yes,yes,same-paragraph,none,high,Señor presidente: si bien es cierto que hay un proyecto de dictamen de la,"Printed as ""Sr. Yoma. — Señor presidente: si bien es cierto que hay un proyecto de dictamen de la Comisión de Asuntos Constitucionales...""",
169,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,8,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Torino.,"Lower half of pág. 8, preceding Sr. Torino's ""Solicito que se incorpore al plan de labor parlamentaria el Orden del Día 1088.""",
170,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,8,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,Pedimos que se apruebe. Sea bueno...,Single-line turn on pág. 8.,
171,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,8,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,Por eso propongo que se modifique el plan de labor y que lo votemos,"Two lines below case 170, still on pág. 8.",
172,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,19,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Por Secretaría se realizará el trámite correspondiente.,"Under the ""Pedido de incorporación de firmas"" heading on pág. 19; single occurrence.",
173,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,25,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — the words appear three times on pág. 25 (after [Incorporar dictamen], Orden del Día Nº 1060 and Nº 1061); all three under Sr. Presidente (Losada).",
174,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,25,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — three identical occurrences on pág. 25, all governed by Sr. Presidente (Losada).",
175,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,25,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — three identical occurrences on pág. 25, all governed by Sr. Presidente (Losada).",
176,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,28,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobada la declaración por unanimidad. Se procederá en consecuencia.,"Second labelled turn on the page; the other similar lines on this page read ""la comunicación"", not ""la declaración"".",
177,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,31,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto,"ambiguous - the same wording opens both section 30 (Salum) and section 31 (Meneghini) on this page, but both are printed under Sr. Presidente (Losada).",
178,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,31,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto,ambiguous - same duplicated wording as case 177 (sections 30 and 31); both occurrences carry the identical label.,
179,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,49,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Corresponde considerar el proyecto de ley del señor senador Arnold y otros señores senadores,"Opening of section 63, ""Ley Federal de la Marina Mercante - Vuelta a comisión"".",
180,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,50,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,Solicito el tratamiento sobre tablas de este proyecto de ley.,Single-sentence turn inside section 65.,
181,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,59,Sr. Villaverde,Sr. Villaverde.,yes,yes,same-paragraph,none,high,Señor presidente: solicito la inserción de mi discurso.,"Near the top of the page, just before the stage direction about Losada taking the chair.",
182,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,9,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Perdón, señor jefe de Gabinete: tengo la obligación de avisarle que solamente le restan",Interrupts the jefe de Gabinete's speech to warn about time.,
183,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,24,Sr. Losada,Sr. Losada.,yes,yes,same-paragraph,none,high,"No obstante, creo que vamos a tener las respuestas. Por lo tanto, en este","Second Losada turn on the page, after the Presidencia asks him to address the chair; printed with no space before the dash.",
184,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,26,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor jefe de Gabinete de Ministros.,The line just before the jefe de Gabinete answers question 311.,
185,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,38,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Sapag.,Immediately precedes the Sra. Sapag turn on the same page.,
186,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,38,Sra. Sapag,Sra. Sapag.,yes,yes,same-paragraph,none,high,Señor presidente: si bien la respuesta a la primera pregunta que deseaba formular ya,Follows the chair giving her the floor.,
187,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,39,Sra. Sapag,Sra. Sapag.,yes,yes,same-paragraph,none,high,Señor presidente: me refiero al fondo fiduciario que se iba a generar con el,"Second Sapag turn of the session, answering the jefe de Gabinete's request for clarification.",
188,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,40,Sr. Daniele,Sr. Daniele.,yes,yes,same-paragraph,none,high,Escuchando su optimista informe y con la posibilidad de que en mayo el Fondo,"Follows ""Tiene la palabra el señor senador Daniele.""",
189,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,41,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,Respecto del impuesto a la transferencia de combustibles ratifico lo que había expuesto con,"Last labelled turn on the page, answering senator Mayans.",
190,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Moro.,Comes right after the exchange with Sra. Isidori.,
191,2002-05-28_r12,2002-05-28_r12_EN_MINORIA.pdf,2,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Muchas gracias, señor senador. No existiendo el quórum suficiente, y dada su solicitud, queda",The quoted words start in the labelled line and continue in the indented paragraph below it; the closing turn of the session.,
192,2002-08-22_r20,2002-08-22_r20_EN_MINORIA.pdf,4,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Señora senadora: reitero algo que dije cuando usted no estaba presente. En la reunión,Reply to Sra. Maza at the top of the page.,
193,2002-08-22_r20,2002-08-22_r20_EN_MINORIA.pdf,5,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"De modo que, senador Menem, queda levantada la sesión por falta de quórum.","Final turn before ""Son las 13 y 50.""",
194,2003-03-12_r03,2003-03-12_r03_ORDINARIA.pdf,23,Sr. Maestro,Sr. Maestro.,yes,yes,same-paragraph,none,high,Señor presidente: vamos a proponer que continuemos en cuarto intermedio y tratemos de sesionar,Last labelled turn on the page.,
195,2003-03-12_r03,2003-03-12_r03_ORDINARIA.pdf,23,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Lamberto.,"Exact wording appears once; a similar earlier line on the page (""la senadora Colombo y luego el senador Lamberto"") also carries the same label.",
196,2003-03-26_r05,2003-03-26_r05_ORDINARIA.pdf,69,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: reitero que esta prueba fue producida, vista y televisada en horario vespertino,","First line of the page, printed with no space before the dash.",
197,2003-03-26_r05,2003-03-26_r05_ORDINARIA.pdf,173,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Senador Maestro: la senadora Escudero le solicita una interrupción. ¿Se la concede?,Interrupts senator Maestro to relay Escudero's request.,
198,2003-05-25_r00,2003-05-25_r00_ASAMBLEA.pdf,5,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún).,yes,yes,earlier-on-page,none,high,"“El Honorable Congreso de la Nación Argentina, reunido en Asamblea, RESUELVE Artículo 1º.– Declarar","Label line reads ""Sr. Secretario (Oyarzún). – (Lee)""; the quoted resolution text follows in the paragraphs below it.",
199,2003-05-28_r09,2003-05-28_r09_ORDINARIA.pdf,63,Sra. Perceval,Sra. Perceval.,yes,yes,same-paragraph,none,high,"Una vez más, consciente de la necesidad de acortar los debates para poder llegar","Follows the chair giving her the floor; the presiding label on this page is printed bare as ""Sr. Presidente."" with no name.",
200,2003-05-28_r09,2003-05-28_r09_ORDINARIA.pdf,88,Sr. Yoma,Sr. Yoma.,yes,yes,same-paragraph,none,high,"Respecto del pedido que hizo el señor senador Gioja, quiero decir que se trata","Second Yoma line on the page, after ""Tiene la palabra el señor senador Yoma.""",
201,2003-07-23_r15,2003-07-23_r15_ORDINARIA.pdf,31,Sr. Presidente (Gioja),Sr. Presidente (Gioja). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,Third occurrence of a Gioja turn under Orden del Día N° 309; the words open that paragraph directly after the label.,
202,2003-08-06_r16,2003-08-06_r16_ORDINARIA.pdf,37,Sr. Presidente (López Arias),Sr. Presidente (López Arias). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Baglini.,"One-line turn near the foot of the page, immediately before Sr. Baglini's reply.",
203,2003-08-20_r17,2003-08-20_r17_ORDINARIA.pdf,75,Sra. Conti,Sra. Conti. —,yes,yes,same-paragraph,none,high,"Solicito una interrupción, señor presidente.",Single-sentence turn between Sr. Baglini's speech and the Presidente's reply.,
204,2003-09-03_r20,2003-09-03_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,73,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Por Secretaría se procederá a dar lectura del proyecto de resolución por el que,Label printed without a parenthetical name on this page.,
205,2003-10-08_r25,2003-10-08_r25_TRIBUNAL_DE_JUICIO_POLITICO.pdf,10,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra el doctor Eduardo Moliné O'Connor.,"Near the foot of the page, just before Sr. Moliné O'Connor's turn opens.",
206,2003-10-08_r25,2003-10-08_r25_TRIBUNAL_DE_JUICIO_POLITICO.pdf,71,Sr. Moro,Sr. Moro. —,yes,yes,same-paragraph,none,high,"Voy concluyendo: este punto, o sea, la posibilidad de suspender preventivamente a un miembro","The label follows the stage direction about Scioli taking the chair, which does not end or start a turn by itself.",
207,2003-10-15_r26,2003-10-15_r26_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Salvatori.,"Under section 10, between Sr. Salvatori's ""Pido la palabra"" and his speech.",
208,2003-10-15_r26,2003-10-15_r26_ORDINARIA.pdf,111,Sr. Baglini,Sr. Baglini. —,yes,yes,same-paragraph,none,high,"Voy redondeando, señor presidente. En las declaraciones juradas de ganancias de los años 2000","The quote begins in the labelled paragraph and continues into its next indented paragraph, still Baglini's turn.",
209,2003-10-15_r26,2003-10-15_r26_ORDINARIA.pdf,117,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Continúa en el uso de la palabra el señor senador Yoma.,One-line turn handing the floor back to senator Yoma.,
210,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,31,Sr. Gentile,Sr. Gentile. —,yes,yes,same-paragraph,none,high,No lo conozco por el expediente.,"Near the foot of the page; earlier similar lines (""No los conozco"") are distinct wording under the same speaker.",
211,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,46,Sr. Diputado Falú,Sr. Diputado Falú. —,yes,yes,same-paragraph,none,high,"Ah, a usted le dijeron así, de modo impersonal, que alguien le iba a","Upper third of the page, question addressed to Sr. Schorr.",
212,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,87,Sra. Ibarra,Sra. Ibarra. —,yes,yes,same-paragraph,none,high,"No, usted me deja hablar a mí, que soy la que está formulando la","Page prints ""No, usted me deja hablar a mí, que soy la que está formulando la pregunta.""",
213,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,89,Sr. Schorr,Sr. Schorr. —,yes,yes,same-paragraph,none,high,Abarcaba algunos conceptos y otros no.,"Short answer in the middle of the page, following Sra. Ibarra's question.",
214,2003-11-05_r30,2003-11-05_r30_ORDINARIA.pdf,2,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Si todos los señores senadores toman asiento, tenemos quórum.","Follows the stage direction ""— A las 17 y 27:"", which does not carry a speaker.",
215,2003-11-05_r30,2003-11-05_r30_ORDINARIA.pdf,50,Sr. Baglini,Sr. Baglini. —,yes,yes,same-paragraph,none,high,Pido la palabra para una cuestión de privilegio.,"First line under the bold section title ""Cuestión de privilegio"".",
216,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,44,Sr. Guinle,Sr. Guinle. —,yes,yes,same-paragraph,none,high,"En realidad, el Estado estaba reconociendo derechos; y es lo que dice usted en","Middle of the page, in the exchange with Sra. Eggink.",
217,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,63,Sr. Siseles,Sr. Siseles. —,yes,yes,same-paragraph,none,high,Llegaban por sometimiento de cualquiera de las partes que se hubiera sentido perjudicada por,"Answer to the Secretario's fourth question, upper half of the page.",
218,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,21,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Hubo 44 votos positivos sobre 44.,"Top of the page, just before the stage direction about several senators speaking at once.",
219,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,47,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones de Educación, Cultura, Ciencia y Tecnología y","Item 91 (Orden del Día N° 1068); the nearby item 90 reads ""la Comisión de Educación..."" in the singular, so it is not the match.",
220,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,50,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación Se procederá en consecuencia.,Label is printed with a space before the period throughout this page; transcribed as printed. Occurs under Orden del Día N° 1078.,
221,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,63,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Ambiguous — the same words appear three times on this page (under Orden del Día N° 1139, 1140 and 1141), but all three are printed under the identical label ""Sr. Presidente . —"" (space before the period as printed).",
222,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,63,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Ambiguous — three identical occurrences on this page, all under the same label; label printed with a space before the period.",
223,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,63,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Ambiguous — three identical occurrences on this page, all under the same label; label printed with a space before the period.",
224,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,115,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Müller.,"Under section 215 ""Inserciones"", between Sra. Müller's ""Pido la palabra"" and her speech.",
225,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,11,Sr. Prosecretario (Canals),Sr. Prosecretario (Canals). —,yes,yes,same-paragraph,none,high,"El dictamen está firmado por los señores senadores Kirchner, Müller, Walter, Menem, Guinle, Jenefes","Page prints the surnames as ""Kirchner, Müller, Walter, Menem, Guinle,  Jenefes y Seguí.""",
226,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,12,Sr. Presidente (Gioja),Sr. Presidente (Gioja). —,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Pichetto.,"Single-line turn ""Sr. Presidente (Gioja). — Tiene la palabra el senador Pichetto.""; no competing label.",
227,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,116,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Si no se hace más uso de la palabra, se va a votar el","Paragraph reads ""Sr. Presidente. — Si no se hace más uso de la palabra, se va a votar el capítulo VIII, artículos 58 a 74.""; this page prints the presidency label without a parenthetical name.",
228,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,60,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Only one ""Queda aprobada la declaración"" on the page (item 163); the two similar lines say ""la comunicación"".",
229,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,85,Sra. Negre de Alonso,Sra. Negre de Alonso. —,yes,yes,same-paragraph,none,high,En el tercer párrafo del artículo 3(cid:47) se ha producido la omisión de una,"The ""(cid:47)"" in the brief is the degree/ordinal sign printed as ""artículo 3°"".",
230,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,99,Sra. senadora electa Pass de Cresto,Sra. senadora electa Pass de Cresto. —,yes,yes,same-paragraph,none,high,"Y por la memoria de don Enrique Tomás Cresto, ex gobernador de Entre Ríos,",First paragraph on the page; label printed in bold at its start.,
231,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,102,Sra. Müller,Sra. Müller. —,yes,yes,same-paragraph,none,high,Señor presidente: quiero expresar el agradecimiento en nombre de mi bancada al esfuerzo que,"Near the foot of the page; footnote ""Ver el Apéndice."" sits below the text block, outside the paragraph.",
232,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,122,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,En consideración la moción de preferencia formulada por el señor senador Maestro. Si no,"Item 291 (Maestro preference); printed with no space between the period and the dash, unlike the Pichetto one in item 290.",
233,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,122,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,En consideración la moción de preferencia formulada por el señor senador Pichetto. Si no,Item 290 (Pichetto preference); a near-identical sentence naming Maestro appears lower on the same page under the same presidency label.,
234,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,21,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Fernández de Kirchner.,"One-line turn immediately preceding the ""Sra. Fernández de Kirchner. —"" turn.",
235,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,55,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — ""En consideración en general."" followed by ""Si no se hace uso de la palabra, se va a votar."" occurs three times on this page, but every occurrence carries the same label ""Sr. Presidente. —"".",
236,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,55,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — same quoted words as case 235; three occurrences on the page, all under ""Sr. Presidente. —"".",
237,2004-02-24_r43,2004-02-24_r43_EXTRAORDINARIA.pdf,80,Sr. Massoni,Sr. Massoni. —,yes,yes,same-paragraph,none,high,"No, me estoy refiriendo al artículo 23.",One-line reply between Guinle's interruption and the presidency handing the floor back to Massoni.,
238,2004-03-18_r02,2004-03-18_r02_ORDINARIA.pdf,36,Sr. Gómez Diez,Sr. Gómez Diez. —,yes,yes,same-paragraph,none,high,Señor presidente: quiero aclarar que los dos proyectos en cuestión no están en la,"Opens the turn right after ""Sr. Presidente (Guinle). — Tiene la palabra el señor senador Gómez Diez.""",
