case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
92,2004-08-11_r18,2004-08-11_r18_ORDINARIA.pdf,53,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"Así se hará, señor senador. Tiene la palabra el señor senador Gómez Diez.",none,
93,2004-08-18_r19,2004-08-18_r19_ORDINARIA.pdf,7,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner.,yes,yes,same-paragraph,none,high,Señor presidente: he presentado en la fecha un proyecto dedeclaración vinculado con el referéndum,"First paragraph on the page; label appears at top of page (turn may have opened here or on the previous page, but the label itself is printed at the top of this page directly before the quoted words).",
94,2004-10-06_r27,2004-10-06_r27_ORDINARIA.pdf,42,Sra. Müller,Sra. Müller.,yes,yes,same-paragraph,none,high,"Señor presidente: el artículo 171 del Reglamento dice: “La discusión enparticular es en detalle,","The quoted words begin a paragraph that itself quotes the Reglamento; the quotation marks around the regulation text are original speech content, not page furniture.",
95,2004-10-06_r27,2004-10-06_r27_ORDINARIA.pdf,72,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Presupuestoy Hacienda en el proyecto de,"This phrase (Comisión de Presupuesto y Hacienda) recurs on the page for item 82 and item 83; both occurrences carry the identical label ""Sr. Presidente (Guinle).""",
96,2004-10-06_r27,2004-10-06_r27_ORDINARIA.pdf,72,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Presupuestoy Hacienda en el proyecto de,Same page and duplicate phrasing as case 95; label identical in both occurrences.,
97,2004-11-10_r32,2004-11-10_r32_ORDINARIA.pdf,108,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Resultan 34 votos por la afirmativa, 26 por la negativa y 3abstenciones.",none,
98,2004-11-17_r00,2004-11-17_r00_ASAMBLEA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En virtud del asentimiento prestado, por Secretaría se dará cuenta de lanómina de integrantes","Asamblea Legislativa session, item 3 (Comisiones de recepción).",
99,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Losada.,none,
100,2004-12-16_r36,2004-12-16_r36_ORDINARIA.pdf,111,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"En consideración en general y en particular.Si no se hace uso de la palabra,","Opens item 175 (Transferencia de inmuebles al municipio de Viedma, Río Negro).",
101,2005-02-03_r38,2005-02-03_r38_EXTRAORDINARIA.pdf,24,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Capitanich.,none,
102,2005-04-06_r07,2005-04-06_r07_ORDINARIA.pdf,12,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"The exact phrase ""Queda aprobada la comunicación. Se procederá en consecuencia."" appears three times on this page (before item 22, after item 23, after item 24); all three occurrences are governed by the identical label Sr. Presidente (Guinle), so the label is certain even though the specific occurrence is not identified.",
103,2005-04-06_r07,2005-04-06_r07_ORDINARIA.pdf,12,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"Same as case 102 — the phrase appears three times on this page, all under the identical label Sr. Presidente (Guinle).",
104,2005-04-06_r07,2005-04-06_r07_ORDINARIA.pdf,12,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,medium,Queda aprobada la comunicación. Se procederá en consecuencia.,"Same as case 102 — the phrase appears three times on this page, all under the identical label Sr. Presidente (Guinle).",
105,2005-05-04_r11,2005-05-04_r11_ORDINARIA.pdf,121,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"¿Existe acuerdo con este artículo, que sería el artículo 6° de lascláusulas transitorias?Tiene la",none,
106,2005-05-04_r11,2005-05-04_r11_ORDINARIA.pdf,123,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"Queda aprobado en general.En consideración en particular. Vamos a tratar y a votar, en",none,
107,2005-05-18_r14,2005-05-18_r14_ORDINARIA.pdf,46,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"A continuación, corresponde solicitar las preferencias.Tiene la palabra el señor senador Losada.",none,
108,2005-06-22_r20,2005-06-22_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,58,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Fernández de Kirchner.,none,
109,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,66,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se comunicará a la HonorableCámara de Diputados.,none,
110,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,102,Sr. Agúndez,Sr. Agúndez.,yes,yes,same-paragraph,(Risas),high,"Señor presidente: simplemente voy a hacer una aclaración, como usted dijo queyo no sabía","The stage direction (Risas) appears later in the same paragraph, after the quoted words.",
111,2005-09-07_r27,2005-09-07_r27_ORDINARIA.pdf,89,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Resulta aprobado.Si no se hace uso de la palabra, se va a votar en",none,
112,2005-09-21_r29,2005-09-21_r29_ORDINARIA.pdf,15,Sr. Rossi,Sr. Rossi.,yes,yes,same-paragraph,none,high,"Señor presidente: precisamente, quiero referirme al plan de labor aprobado ayeren la reunión de",none,
113,2005-11-02_r34,2005-11-02_r34_ORDINARIA.pdf,66,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Se deja constancia de que se reemplaza la expresión “a celebrarse elpróximo” por “celebrado,none,
114,2005-11-23_r38,2005-11-23_r38_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En consideración el cierre de la lista de oradores, conforme lo leído porSecretaría.Si no",none,
115,2005-11-23_r38,2005-11-23_r38_ORDINARIA.pdf,52,Sr. Terragno,Sr. Terragno.,yes,yes,same-paragraph,none,high,Señor presidente: el 11 de octubre de 2001 la actual senadora Vilma Ibarra yyo,none,
116,2005-11-23_r38,2005-11-23_r38_ORDINARIA.pdf,76,Sr. Salvatori,Sr. Salvatori.,yes,yes,same-paragraph,none,high,Tampoco el artículo 6E.,none,
117,2005-11-30_r40,2005-11-30_r40_ORDINARIA.pdf,8,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,"Señor presidente: con la anuencia de la Cámara, no quisiera perder laoportunidad para despedir",none,
118,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,15,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,"Desde el mismo momento en que todos, la ciudadanía, todo el mundo conoció estadecisión",none,
119,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,81,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,¿No va a aceptar la comisión otra modificación?,none,
120,2005-12-22_r43,2005-12-22_r43_EXTRAORDINARIA.pdf,42,Sr. Rossi,Sr. Rossi.,yes,yes,same-paragraph,none,high,"No voy a dar interrupciones, porque después me voy a dedicar a usted, cuando",none,
121,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,19,Sr. Pecoff Naidenoff,Sr. Pecoff Naidenoff.,yes,yes,same-paragraph,none,high,Señor presidente: si el cuerpo lo considera viable solicito lamodificación —por lo menos así,none,
122,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,27,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En consideración en general.Si no se hace uso de la palabra, se va a",none,
123,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,29,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Pasamos a los tratamientos sobre tablas a solicitar. En primer lugar,corresponde considerar si se",none,
124,2006-04-19_r06,2006-04-19_r06_ORDINARIA.pdf,18,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Pido la palabra.,none,
125,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,80,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Escudero.,none,
126,2006-05-10_r08,2006-05-10_r08_ORDINARIA.pdf,32,Sra. Perceval,Sra. Perceval.,yes,yes,same-paragraph,none,high,"En realidad, la cuestión es salir de la trampa del poder punitivo, porque lo","An italic line ""senadora Mirian Curletti."" sits above, the tail of a stage direction continued from the previous page; the quoted words begin right at the ""Sra. Perceval. —"" label.",
127,2006-05-17_r09,2006-05-17_r09_ORDINARIA.pdf,31,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Capitanich.,none,
128,2006-06-07_r11,2006-06-07_r11_ORDINARIA.pdf,9,Sra. Leguizamón,Sra. Leguizamón.,yes,yes,same-paragraph,none,high,Afirmativo.,none,
129,2006-06-28_r13,2006-06-28_r13_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Capitanich.,none,
130,2006-06-28_r13,2006-06-28_r13_ORDINARIA.pdf,38,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,none,
131,2006-08-02_r17,2006-08-02_r17_ORDINARIA.pdf,26,Sr. Rodríguez Saá,Sr. Rodríguez Saá.,yes,yes,same-paragraph,(Lo exhibe).,high,"Es lalegislación de San Luis hasta noviembre de 2004, aprobada finalmente por una ley","The stage direction ""(Lo exhibe)."" sits inside the same paragraph, just before the quoted words.",
132,2006-08-09_r18,2006-08-09_r18_ORDINARIA.pdf,4,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"Resulta aprobada.En consideración en general. Si no se hace uso de la palabra, se","The quote runs across three short unlabeled lines (""Resulta aprobada."" / ""En consideración en general."" / ""Si no se hace uso de la palabra, se va a votar.""), all part of the same presidential turn with no intervening label.",
133,2006-09-06_r21,2006-09-06_r21_ORDINARIA.pdf,9,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el pedido",none,
134,2006-09-06_r21,2006-09-06_r21_ORDINARIA.pdf,10,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"A continuación, se va a votar el plan de labor con la modificaciónsugerida por",none,
135,2006-11-29_r29,2006-11-29_r29_ORDINARIA.pdf,24,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Correcto. Todo esto lo haríamos en el momento de la votación.¿Qué hora fijamos?,none,
136,2006-11-29_r29,2006-11-29_r29_ORDINARIA.pdf,71,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,Ya termino.Y lo que me parece absolutamente disparatado es que esa unidad tenga que,"The quote spans the short labeled line ""Ya termino."" and the following unlabeled paragraph that continues her same turn; no new label intervenes.",
137,2006-11-29_r29,2006-11-29_r29_ORDINARIA.pdf,86,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones deInfraestructura, Vivienda y Transporte y de Presupuesto","A bold section title ""12. OD 1146: Modificación de la Ley 24464 de Sistema Federal de la Vivienda"" precedes the paragraph but is not inside it.",
138,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,47,Sra. Vigo,Sra. Vigo.,yes,yes,same-paragraph,none,high,"Entonces, solicito autorización para poder insertar mi discurso en el Diario deSesiones.No obstante, quiero",none,
139,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,89,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Negre de Alonso.,none,
140,2006-12-20_r32,2006-12-20_r32_ORDINARIA.pdf,23,Sr. Fernández,Sr. Fernández.,yes,yes,same-paragraph,none,high,Señor presidente: voy tratar de ser muy breve.He pedido el uso de la palabra,none,
141,2007-02-13_r33,2007-02-13_r33_EXTRAORDINARIA.pdf,34,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"¿Hora de votación, presidente?",none,
142,2007-02-13_r33,2007-02-13_r33_EXTRAORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Adelante con sus 10 minutos, senador Capitanich.",Same page as Case 141.,
143,2007-02-13_r33,2007-02-13_r33_EXTRAORDINARIA.pdf,55,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Para formular una aclaración, tiene la palabra el señor senador Capitanich.",none,
144,2007-02-13_r33,2007-02-13_r33_EXTRAORDINARIA.pdf,60,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Gómez Diez.,none,
145,2007-03-14_r02,2007-03-14_r02_ORDINARIA.pdf,6,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Basualdo.,"There is an earlier, different ""Sr. Presidente. — Tiene la palabra el señor senador Salvatori."" turn higher on the page; the quoted words match the later, distinct ""Tiene la palabra el señor senador Basualdo."" turn.",
146,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,35,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"En consideración.Si no se hace uso de la palabra, se van a votar.","The exact same quoted words appear twice on this page (once near the top, once lower down); both instances are governed by a ""Sr. Presidente (López Arias)."" label, so the answer is the same either way.",
147,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,35,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"En consideración.Si no se hace uso de la palabra, se van a votar.","Duplicate of Case 146 (same page, same quoted words appearing twice); both occurrences are governed by ""Sr. Presidente (López Arias).""",
148,2007-05-02_r06,2007-05-02_r06_ORDINARIA.pdf,7,Sr. Martínez,Sr. Martínez.,yes,yes,same-paragraph,none,high,Pero hasta ahora no entiendo cuál es la cuestión de privilegio que va afundamentar.,none,
149,2007-06-06_r08,2007-06-06_r08_ORDINARIA.pdf,50,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Unificamos el texto.,none,
150,2007-07-04_r10,2007-07-04_r10_ORDINARIA.pdf,41,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Capitanich.,none,
151,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,44,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de RelacionesExteriores y Culto en el mensaje,"Opens item 37 ""Eliminación de todas las formas de discriminación contra la mujer.""",
152,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,52,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Se registran 38 votos por la afirmativa: unanimidad. Se hasuperado la mayoría prevista en,None.,
153,2007-11-14_r14,2007-11-14_r14_ORDINARIA.pdf,37,Sra. Presidenta (Escudero),Sra. Presidenta (Escudero).,yes,yes,same-paragraph,none,high,"Señor senador, le pido que vaya finalizando con su exposición.",None.,
154,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,39,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Se registran 37 votos por la afirmativa.,None.,
155,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,30,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.,yes,yes,same-paragraph,none,high,Señor presidente: he pedido la palabra sólo a efectos de solicitar autorización para inserciones.,None.,
156,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,64,Sra. Negre de Alonso,Sra. Negre de Alonso.,yes,yes,same-paragraph,none,high,"Señor presidente: solicito una preferencia para la próxima sesión, con dictamen de comisión, para",None.,
157,2007-12-05_r19,2007-12-05_r19_ORDINARIA.pdf,21,Sr. Giustiniani,Sr. Giustiniani.,yes,yes,same-paragraph,none,high,Señor presidente: adelanto mi voto negativo a la extensión de estos dosimpuestos que estamos,None.,
158,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,7,Sra. senadora electa Forstmann,Sra. senadora electa Forstmann.,yes,yes,same-paragraph,none,high,"¡Sí, juro!",None.,
159,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,61,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán lascomunicaciones correspondientes.,"Top of page; label carries no parenthetical name here (unlike other pages in this session where ""Sr. Presidente"" is followed by ""(Pampuro)"" or similar).",
160,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,85,Sr. Presidente (Marino),Sr. Presidente (Marino).,yes,yes,same-paragraph,none,high,"¿Está de acuerdo, senadora Vigo?",None.,
161,2008-04-09_r04,2008-04-09_r04_ORDINARIA.pdf,33,Sr. Presidente (Romero),Sr. Presidente (Romero).,yes,yes,same-paragraph,none,high,"Se han anotado la señora senadora por la Ciudad Autónoma deBuenos Aires, el señor",None.,
162,2008-07-16_r11,2008-07-16_r11_ORDINARIA.pdf,193,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Les pido hablar antes, si consideran que no es oportuno...",None.,
163,2008-09-03_r14,2008-09-03_r14_ORDINARIA.pdf,112,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Para una interrupción, tiene la palabra el señor senador Pichetto.",None.,
164,2008-09-10_r15,2008-09-10_r15_ORDINARIA.pdf,46,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: hay otro proyecto —además del leído por el secretario—,también vinculado con la",None.,
165,2008-09-10_r15,2008-09-10_r15_ORDINARIA.pdf,48,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Pasamos a tratar los asuntos sobre tablas acordados.Corresponde considerar si se trata sobre tablas,None.,
166,2008-09-10_r15,2008-09-10_r15_ORDINARIA.pdf,56,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Aprobados. No habiendo más temas que tratar, queda levantada la sesión.—","Stage direction ""— Son las 19 y 01."" follows the quoted words but is not part of the paragraph text itself.",
167,2008-09-24_r16,2008-09-24_r16_ORDINARIA.pdf,8,Sr. Fernández,Sr. Fernández.,yes,yes,same-paragraph,none,high,¡Que explique el por qué!,None.,
168,2008-10-01_r17,2008-10-01_r17_ORDINARIA.pdf,112,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Quedó la preferencia acordada.,"A near-identical line ""Entonces, quedó la preferencia acordada."" is spoken just before by Sr. Cabanchik, but the exact quoted words ""Quedó la preferencia acordada."" (without ""Entonces,"") match the Sr. Presidente line.",
169,2008-10-22_r18,2008-10-22_r18_ORDINARIA.pdf,21,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Ingresó, también, una solicitud de licencia de la senadoraEstenssoro, la cual no fue planteada",None.,
170,2008-11-05_r19,2008-11-05_r19_ORDINARIA.pdf,65,Sra. Corregido,Sra. Corregido.,yes,yes,same-paragraph,none,high,"Como el señor senador se ha referido a mi discurso, quizás lasdiferencias entre el",None.,
171,2008-11-05_r19,2008-11-05_r19_ORDINARIA.pdf,113,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la senadora Latorre.,None.,
172,2008-11-20_r20,2008-11-20_r20_ORDINARIA.pdf,136,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"La libertad es un derecho que se ejerce, pero aquí hay un bien social",None.,
173,2008-11-26_r21,2008-11-26_r21_ORDINARIA.pdf,65,Sr. Presidente (Romero),Sr. Presidente (Romero).,yes,yes,same-paragraph,none,high,Corresponde considerar en conjunto los dictámenes de lascomisiones de Justicia y Asuntos Penales y,None.,
174,2008-12-10_r22,2008-12-10_r22_ORDINARIA.pdf,74,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,"Señor presidente: cuando cité al presidente de la Corte, omití decir en quéoportunidad lo",None.,
175,2008-12-10_r22,2008-12-10_r22_ORDINARIA.pdf,90,Sr. Viana,Sr. Viana. | Sr. Pichetto.,yes,yes,same-paragraph,none,low,A Misiones también.,"ambiguous - the exact phrase ""A Misiones también."" is printed twice in a row on the page, once under the label ""Sr. Viana."" and immediately again under the label ""Sr. Pichetto."" Both paragraphs contain identical wording; cannot determine which occurrence is intended without more context.",
176,2008-12-17_r23,2008-12-17_r23_ORDINARIA.pdf,9,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"En consideración su incorporación.Si no se hace uso de la palabra, se va a","Paragraph reads ""En consideración su incorporación. Si no se hace uso de la palabra, se va a votar.""",
177,2008-12-17_r23,2008-12-17_r23_ORDINARIA.pdf,35,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Continúe senador Giustiniani.,"Line reads ""Continúe senador Giustiniani.""",
178,2008-12-17_r23,2008-12-17_r23_ORDINARIA.pdf,67,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar en general","""Si no se hace uso de la palabra, se va a votar en general y en particular, en una sola votación.""",
179,2008-12-17_r23,2008-12-17_r23_ORDINARIA.pdf,73,Sr. Presidente (Marino),Sr. Presidente (Marino).,yes,yes,same-paragraph,none,high,"Por favor, señora senadora: diríjase a la Presidencia.",none,
180,2008-12-17_r23,2008-12-17_r23_ORDINARIA.pdf,112,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Aprobado.Si no se hace uso de la palabra, se va a votar en general","""Aprobado. Si no se hace uso de la palabra, se va a votar en general y en particular en una sola votación.""",
181,2009-03-26_r03,2009-03-26_r03_ORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Invito al señor senador Roberto Daniel Urquía a izar la bandera nacional.,"Under section heading ""1. Izamiento de la bandera nacional"" (heading is furniture, not part of the paragraph itself)",
182,2009-03-26_r03,2009-03-26_r03_ORDINARIA.pdf,117,Sra. Fellner,Sra. Fellner.,yes,yes,same-paragraph,none,high,"Señor presidente: Tengo el uso de la palabra. Se ha hablado de recapacitar, de","Preceded by italic stage direction ""– Varios señores senadores hablan a la vez."" which opens its own separate line, not inside this paragraph",
183,2009-04-15_r04,2009-04-15_r04_ORDINARIA.pdf,13,Sr. Rached,Sr. Rached.,yes,yes,same-paragraph,none,high,Solicito autorización para hacer inserciones.,none,
184,2009-05-13_r05,2009-05-13_r05_ORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Negre de Alonso.,none,
185,2009-05-13_r05,2009-05-13_r05_ORDINARIA.pdf,54,Sr. Massoni,Sr. Massoni.,yes,yes,same-paragraph,none,high,"Señor presidente: dos palabras, nada más. Nos quejamos y lloramos por la centralización histórica,",none,
186,2009-08-05_r07,2009-08-05_r07_ORDINARIA.pdf,20,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: con todo respeto, y con los mismos argumentos del casoanterior, señalo que",none,
187,2009-08-05_r07,2009-08-05_r07_ORDINARIA.pdf,26,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,En consideración la moción de orden formulada por el senador Ríos en elsentido de,none,
188,2009-08-20_r08,2009-08-20_r08_ORDINARIA.pdf,13,Sra. Escudero,Sra. Escudero.-,yes,yes,same-paragraph,none,high,"Señor presidente: en el mismo sentido, el voto negativo se refiereexclusivamente al inciso b)","Label printed with a hyphen instead of an em-dash after it, e.g. ""Sra. Escudero.- Señor presidente: en el mismo sentido...""",
189,2009-09-09_r11,2009-09-09_r11_INFORMATIVA_ESPECIAL.pdf,42,Sr. Presidente (Marín),Sr. Presidente (Marín).,yes,yes,same-paragraph,none,high,El senador Verani solicita la palabra para hacerle una aclaraciónal señor jefe de Gabinete.,none,
190,2009-09-09_r11,2009-09-09_r11_INFORMATIVA_ESPECIAL.pdf,87,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Como no hay más temas que tratar, queda levantada la sesión","Page also carries the closing signature block (""Jorge A. Bravo, Director General del Cuerpo de Taquígrafos"") below the paragraph, which is furniture, not part of the speech",
191,2009-09-23_r12,2009-09-23_r12_ORDINARIA.pdf,15,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Habiendo quórum, declaro abierta la sesión.","Preceded by italic stage direction ""— En la Ciudad Autónoma de Buenos Aires, a las 15 y 40 del miércoles 23 de septiembre de 2009:"" which is a separate line before the paragraph",
192,2009-10-09_r13,2009-10-09_r13_ESPECIAL.pdf,17,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Basualdo.,none,
193,2009-10-09_r13,2009-10-09_r13_ESPECIAL.pdf,46,Sr. Saadi,Sr. Saadi.,yes,yes,same-paragraph,none,high,"Señor presidente: eso es absolutamente mentira y absolutamente incierto. Estosmedios de comunicación, en connivencia",none,
194,2009-10-21_r14,2009-10-21_r14_ORDINARIA.pdf,12,Sr. Rodríguez Saá,Sr. Rodríguez Saá.—,yes,yes,same-paragraph,none,high,Sí.,"Only occurrence of a standalone ""Sí."" on the page, immediately after ""Sr. Presidente.— ¿Es para hablar sobre este tema?""",
195,2009-10-21_r14,2009-10-21_r14_ORDINARIA.pdf,65,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Resultan 35 votos afirmativos, 6 negativos y 2 abstenciones. Sehan superado los dos tercios",none,
196,2009-10-21_r14,2009-10-21_r14_ORDINARIA.pdf,74,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,medium,Tiene la palabra la señora senadora Riofrío.,"The punctuation right after ""Sr. Presidente."" is a mangled/damaged glyph (renders like a stray close-parenthesis) standing in for the usual em-dash; the label text itself is unambiguous",
197,2009-11-18_r17,2009-11-18_r17_ORDINARIA.pdf,37,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto..,"Printed with a double period, ""Pichetto.."", matching the quoted words exactly",
198,2009-11-18_r17,2009-11-18_r17_ORDINARIA.pdf,47,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.,yes,yes,same-paragraph,none,high,Sí.,"Second ""Sí."" reply on the page is under this same label (first is a longer sentence, not ""Sí."" alone); this is the one that matches exactly",
199,2009-11-25_r18,2009-11-25_r18_ORDINARIA.pdf,54,Sra. Giusti,Sra. Giusti.,yes,yes,same-paragraph,none,high,Señor presidente: solicito autorización para abstenerme.,none,
