case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
257,2003-09-17_r22,2003-09-17_r22_ORDINARIA.pdf,36,Sr. Presidente (Gioja),Sr. Presidente (Gioja). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Ambiguous only in position, not in speaker: the phrase appears twice on the page (first line, with footnote marker 3 after ""declaración"", and again after Orden del Día 617); both carry the identical label.",
258,2003-09-17_r22,2003-09-17_r22_ORDINARIA.pdf,36,Sr. Presidente (Gioja),Sr. Presidente (Gioja). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,Same page and same duplicate phrase as case 257; both printings sit under the identical label.,
259,2003-09-17_r22,2003-09-17_r22_ORDINARIA.pdf,37,Sr. Presidente (Gioja),Sr. Presidente (Gioja). —,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,"Second line of the page, just after the stage direction ""— En particular es igualmente afirmativa.""",
260,2003-10-01_r23,2003-10-01_r23_ORDINARIA.pdf,27,Sr.  Presidente,Sr.  Presidente. —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones de Derechos y Garantías, de Justicia y","Section 61 (Orden del Día 559); the page prints an extra space between ""Sr."" and ""Presidente"" in this particular label.",
261,2003-10-01_r23,2003-10-01_r23_ORDINARIA.pdf,43,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Corresponde considerar si se trata sobre tablas el dictamen de la Comisión de Justicia,"Section 70 ([CD 36/03]); on this page the dash is set tight against the period, with no space.",
262,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,76,Sr. Moliné O’Connor,Sr. Moliné O’Connor.—,yes,yes,same-paragraph,none,high,Sí. Que en nada modifica lo expuesto el hecho de haber mediado pronunciamiento posterior,Last line of the page; the label uses a curly apostrophe and the dash is tight against the period.,
263,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,78,Sra. Presidenta,Sra. Presidenta. —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Yoma.,"Printed ""Presidenta"" (not ""Presidente"") on this page.",
264,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,87,Sr. Schorr,Sr. Schorr. —,yes,yes,same-paragraph,none,high,Creo que lo dije hace un rato. Estaba el dictamen y no había otros,Answers Sra. Ibarra's question; a nearly identical Schorr turn appears higher on the page but with different wording.,
265,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,93,Sr. Badeni,Sr. Badeni. —,yes,yes,earlier-on-page,none,high,"Sí, señora presidenta. Para que explique el testigo por qué no tuvo en cuenta","The turn opens ""Sr. Badeni. — Sí, señora presidenta."" and the second sentence (""Para que explique el testigo..."") runs on as an indented continuation paragraph of the same turn.",
266,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,27,Sr. Menem,Sr. Menem. —,yes,yes,same-paragraph,none,high,¿Y usted cree que ese decreto es legítimo?,Single occurrence in the questioning exchange with the witness Garrido.,
267,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,39,Sra. Ibarra,Sra. Ibarra. —,yes,yes,same-paragraph,none,high,"Pero usted dijo que en el planteo que se hace, se plantearon cuestiones de","Lower third of the page, in the Ibarra/Eggink exchange.",
268,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,46,Sra. Escudero,Sra. Escudero. —,yes,yes,same-paragraph,none,high,No; después de que termine.,Reply to the Presidencia's question about granting an interruption to senator Guinle.,
269,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,68,Sra. Presidenta,Sra. Presidenta. —,yes,yes,same-paragraph,none,high,"Bueno, no habiendo más preguntas que formular, agradecemos la presencia del doctor Siseles y","Printed ""Presidenta""; the dash is set tight against the period in this line.",
270,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,56,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Infraestructura,","Ambiguous in position only: the wording opens four paragraphs on this page (Ordenes del Día 1116, 1117, 1118 and 1119), all under the identical label, which on this page prints a space before the period.",
271,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,56,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Infraestructura, Vivienda y Transporte en el","The longer phrase appears three times (Ordenes del Día 1116, 1117, 1118); every occurrence carries the identical label.",
272,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,56,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Infraestructura, Vivienda y Transporte en el",Same page and same repeated wording as case 271; all three printings share the identical label.,
273,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,56,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Infraestructura, Vivienda y Transporte en el",Same page and same repeated wording as cases 271 and 272; all three printings share the identical label.,
274,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,64,Sr. Presidente,Sr. Presidente . —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de las comisiones de Asuntos Administrativos y Municipales y de,Section 146 (Orden del Día 1144); the label again prints a space before the period on this page.,
275,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,98,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Maestro.,"Single occurrence naming Maestro, near the foot of the page.",
276,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,116,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,"superscript footnote marker ""9"" printed as ""Aprobado.9 Se procederá en consecuencia."" (footnote at foot of page: ""9 Ver el Apéndice."")",high,Aprobado. Se procederá en consecuencia.,First line of the page; only label that can govern the words.,
277,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,18,Sra. Ibarra,Sra. Ibarra. —,yes,yes,same-paragraph,none,high,"Señor presidente: en primer lugar, quiero hablar sobre la cuestión formal del dictamen y","Preceded by ""Sr. Presidente (Gioja). — Continúa en el uso de la palabra la señora senadora Ibarra.""",
278,2003-12-03_r39,2003-12-03_r39_TRIBUNAL_DE_JUICIO_POLITICO.pdf,9,Sr. Pichetto,Sr. Pichetto. —,yes,yes,same-paragraph,none,high,Pido que conste que la aprobación ha sido con los votos suficientes.,One-line turn in the run of short exchanges in the upper half of the page.,
279,2003-12-03_r39,2003-12-03_r39_TRIBUNAL_DE_JUICIO_POLITICO.pdf,9,Sr. Maestro,Sr. Maestro. —,yes,yes,same-paragraph,none,high,Señor presidente: vamos a acompañar el pedido del presidente de la bancada justicialista y,"Last turn on the page, opening ""Señor presidente: vamos a acompañar el pedido del presidente de la bancada justicialista"".",
280,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,79,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Relaciones Exteriores y Culto en el,"Under section title ""227.Día de la Integración Regional""; the quoted opening words appear only once in full on this page.",
281,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,108,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","First line of the page; the paragraph ends with the stage direction ""(Aplausos. Varios señores senadores rodean y felicitan a la señora senadora.)"".",
282,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,El proyecto ya está aprobado. Ya lo habíamos votado. Digo esto porque algunos senadores,"Short turn just before section title ""7 / Juramento de senadora nacional electa"".",
283,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,26,Sr. Daniele,Sr. Daniele. —,yes,yes,same-paragraph,none,high,"Señor presidente: en primer lugar, apoyo el proyecto de la senadora Fernández de Kirchner.","Preceded by ""Sr. Presidente.— Tiene la palabra el señor senador Daniele.""",
284,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,62,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Cafiero.,"Single-sentence turn immediately before ""Sr. Cafiero. —"".",
285,2004-02-24_r01,2004-02-24_r01_PREPARATORIA.pdf,5,Sr. Salvatori,Sr. Salvatori. —,yes,yes,same-paragraph,none,high,"Señor presidente: en nombre del interbloque Federal adhiero a la propuesta del senador Pichetto,","The page prints ""interbloque Federal"", matching the quoted phrase.",
286,2004-03-18_r02,2004-03-18_r02_ORDINARIA.pdf,12,Sr. Prades,Sr. Prades.—,yes,yes,same-paragraph,none,high,"Señor presidente: obra en la Secretaría el expediente S. 2459/03, que ya cuenta con","Label printed with no space before the dash; under section title ""6 / 2495/03 / Jornadas nacionales de derecho societario"".",
287,2004-03-18_r02,2004-03-18_r02_ORDINARIA.pdf,33,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,none,high,"Se registran cuarenta y cinco votos afirmativos, un voto negativo y ninguna abstención. —","The trailing dash in the quote belongs to the following stage direction ""— El resultado de la votación surge del Acta N° 2"".",
288,2004-03-31_r04,2004-03-31_r04_ORDINARIA.pdf,78,Sr. Giustiniani,Sr. Giustiniani. —,yes,yes,same-paragraph,none,high,"Entonces, ese informe de por sí ha sido lapidario. Allí se manifestaban las denuncias","Third short turn on the page, right after ""Sra. Fernández de Kirchner. — No; es el secretario de Derechos Humanos.""",
289,2004-04-14_r06,2004-04-14_r06_ORDINARIA.pdf,65,Sr. Losada,Sr. Losada. —,yes,yes,same-paragraph,none,high,Señor presidente: pediremos también una preferencia con dictamen de comisión para el proyecto de,"Preceded by ""Sr. Presidente. — Tiene la palabra el senador Losada.""",
290,2004-04-28_r08,2004-04-28_r08_ORDINARIA.pdf,22,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto,"Under section title ""21 / Orden del Día N° 249""; a nearly identical opening for Orden del Día 248 runs onto the top of this page but its label sits on the previous page, so no on-page ambiguity.",
291,2004-05-05_r09,2004-05-05_r09_ORDINARIA.pdf,6,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Avelín.,"Second line of the page, immediately before ""Sra. Avelín. — Solicito la inserción de mi discurso.""",
292,2004-05-05_r09,2004-05-05_r09_ORDINARIA.pdf,16,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Relaciones Exteriores y Culto en el,"Under section title ""21 / Orden del Día N° 209""; the similar text for Orden del Día 208 at the top of the page is a continuation whose label is on the previous page.",
293,2004-05-05_r09,2004-05-05_r09_ORDINARIA.pdf,81,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,"En ese caso, correspondería reconsiderar la votación, pero nos hemos quedado sin quórum. Queda","Page prints ""correspondería  reconsiderar"" and ""pero nos hemos quedado sin quórum""; the following sentence ""Queda levantada la sesión por falta de quórum."" continues the same turn.",
294,2004-05-12_r10,2004-05-12_r10_ORDINARIA.pdf,53,Sra. Perceval,Sra. Perceval. —,yes,yes,same-paragraph,none,high,"Señor presidente: tal como decía el presidente del bloque radical, pedimos a los senadores","Preceded by ""Sr. Presidente. — Tiene la palabra la senadora Perceval.""",
295,2004-06-02_r12,2004-06-02_r12_ORDINARIA.pdf,58,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,La senadora Negre de Alonso había pedido una interrupción. Está en uso de la,"Printed as ""La senadora Negre de Alonso había pedido una interrupción."" with ""Está en uso de la palabra."" on the next indented line of the same turn.",
296,2004-06-02_r12,2004-06-02_r12_ORDINARIA.pdf,65,Sr. Zavalía,Sr. Zavalía. —,yes,yes,same-paragraph,none,high,"Señor presidente: al hablar de imponer la paz, de restablecer la paz o de","Third line of the page, after ""Sr. Presidente. — Para una interrupción, tiene la palabra el senador Zavalía.""",
297,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,24,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,"Third line of the page, immediately before ""Sr. Pichetto. — Señor presidente: seré muy breve.""",
298,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,77,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"El señor senador Yoma le solicita una interrupción. Le queda un minuto, señor senador.","""Le queda un minuto, señor senador."" is the next indented line of the same turn, before ""Sr. Agúndez. —"".",
299,2004-08-04_r17,2004-08-04_r17_ORDINARIA.pdf,62,Sr. Yoma,Sr. Yoma. -,yes,yes,earlier-on-page,none,high,"Por último, quiero adelantar que voy a votar negativamente estos cuatro proyectos de ley","Label printed with a plain hyphen, not an em dash; the quoted sentence is the second, indented paragraph of that turn, which begins ""Con todo afecto, le digo que si se trata del mismo proyecto..."".",
300,2004-08-04_r17,2004-08-04_r17_ORDINARIA.pdf,65,Sr. Conti,Sr. Conti. —,yes,yes,same-paragraph,none,high,"Señor presidente: si no hubiera habido observaciones a algunos de los proyectos, pese a","Page prints the masculine ""Sr. Conti."" even though the preceding line reads ""Tiene la palabra la señora senadora por Buenos Aires""; transcribed as printed (verified on a magnified crop).",
301,2004-08-04_r17,2004-08-04_r17_ORDINARIA.pdf,74,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,none,high,"Se registraron 53 votos afirmativos, 2 votos negativos y una abstención. La votación resulta","""La votación resulta afirmativa."" starts an indented continuation line but no new label intervenes.",
302,2004-08-18_r19,2004-08-18_r19_ORDINARIA.pdf,64,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,none,high,Se registraron 42 votos afirmativos. La votación resulta afirmativa por unanimidad.,A similar Secretario turn earlier on the page reports 44 votes; the 42-vote one is the match.,
303,2004-08-25_r21,2004-08-25_r21_ORDINARIA.pdf,35,Sr. Giustiniani,Sr. Giustiniani. —,yes,yes,same-paragraph,none,high,"Señor presidente: adhiero al espíritu del proyecto, que es positivo. Pero quiero hacer una",The quote spans the end of the labelled line and the next indented line of the same turn (bottom of page).,
304,2004-08-25_r21,2004-08-25_r21_ORDINARIA.pdf,46,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,none,high,Se registraron 40 votos afirmativos. La votación resulta afirmativa por unanimidad.,An earlier Secretario turn on the same page reports 39 votes; the 40-vote one is the match.,
305,2004-09-15_r24,2004-09-15_r24_ORDINARIA.pdf,39,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"The same sentence is printed three times on this page (items 107, 108, 109), each time under the identical label, so the label is not in doubt.",
306,2004-09-15_r24,2004-09-15_r24_ORDINARIA.pdf,39,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Ambiguous as to which of the three identical printings is meant, but all three carry the same label.",
307,2004-09-15_r24,2004-09-15_r24_ORDINARIA.pdf,39,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Ambiguous as to which of the three identical printings is meant, but all three carry the same label.",
308,2004-10-06_r27,2004-10-06_r27_ORDINARIA.pdf,80,Sr. Presidente (Guinle),Sr. Presidente (Guinle).—,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar. —","Ambiguous: the sentence appears three times; twice as an indented continuation of ""Sr. Presidente (Guinle). — En consideración en general."" (earlier-on-page) and once directly after the label printed without a space before the dash, which I report.",
309,2004-10-13_r28,2004-10-13_r28_ORDINARIA.pdf,9,Sra. Giusti,Sra. Giusti. —,yes,yes,same-paragraph,none,high,"Señor presidente: en realidad, por tratarse de un juez de mi provincia, entiendo que",Second-to-last line of the page; label opens the turn.,
310,2004-10-20_r30,2004-10-20_r30_ORDINARIA.pdf,88,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Hay quórum suficiente para votar, a pesar de las abstenciones.","On this page the dash after every label is mangled and prints as a stray ""C"" glyph, so the label reads ""Sr. Pichetto. C"".",
311,2004-10-20_r30,2004-10-20_r30_ORDINARIA.pdf,89,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Senadora Pass de Cresto: la senadora Conti le solicita una interrupción. ¿Se la concede?,"Same mangled page font: the dash prints as ""C"" and the opening ""¿"" prints as "")"", so the line reads ""Sr. Presidente. C Senadora Pass de Cresto: ... ) Se la concede?"".",
312,2004-11-10_r32,2004-11-10_r32_ORDINARIA.pdf,11,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Queda constituida la Cámara en comisión y confirmadas las autoridades para la conferencia.,No parenthetical surname is printed with the label on this page.,
313,2004-11-10_r32,2004-11-10_r32_ORDINARIA.pdf,102,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Había anunciado que ya estaba terminando el senador Guinle.,Single-line turn amid a rapid exchange with Guinle and Losada.,
314,2004-11-10_r32,2004-11-10_r32_ORDINARIA.pdf,116,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,En consideración en general y en particular. —,"The sentence appears twice on the page (items 151 and 152); both under the same label, and the trailing dash of the quote fits the item 152 occurrence.",
315,2004-11-17_r33,2004-11-17_r33_ORDINARIA.pdf,10,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se harán las comunicaciones correspondientes.,Closes the Yasser Arafat homage item.,
316,2004-11-17_r33,2004-11-17_r33_ORDINARIA.pdf,73,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar en general","Printed with a double space after the dash; full line reads ""...se va a votar en general y en particular.""",
317,2004-11-24_r34,2004-11-24_r34_ORDINARIA.pdf,34,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Cafiero.,"Near the bottom of the page, immediately before Cafiero's turn opens.",
318,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,"Ambiguous which printing is meant — the sentence occurs four times on this page (top line and items 82, 83, 84) — but every occurrence carries this same label, printed with no space before the dash.",
319,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,Ambiguous among the four identical printings on the page; all four carry the same label.,
320,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,Ambiguous among the four identical printings on the page; all four carry the same label.,
321,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,Ambiguous among the four identical printings on the page; all four carry the same label.,
322,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,96,Sr. Presidente (Guinle),Sr. Presidente (Guinle) .—,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,"Ambiguous which printing is meant — the sentence occurs twice (page top and after Acta Nº 13) — but both carry this same label, printed with a space between the closing parenthesis and the period.",
323,2004-12-01_r35,2004-12-01_r35_ORDINARIA.pdf,96,Sr. Presidente (Guinle),Sr. Presidente (Guinle) .—,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,Ambiguous between the two identical printings on the page; both carry the same label.,
324,2004-12-16_r36,2004-12-16_r36_ORDINARIA.pdf,121,Sr. Yoma,Sr. Yoma. —,yes,yes,same-paragraph,none,high,Señor presidente: de acuerdo al sentido que se le dio en el debate parlamentario,"The turn ends with the stage direction ""(Risas)""; the president on this page is labelled (López Arias), not the speaker here.",
325,2004-12-16_r37,2004-12-16_r37_ORDINARIA.pdf,11,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Yoma.,"Last text line of the page, just above the footnote ""Ver el Apéndice.""",
326,2005-03-02_r02,2005-03-02_r02_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Prades.,"Near the foot of the page; printed as ""Sr. Presidente.— Tiene la palabra el señor senador Prades."" with the dash run into the label.",
327,2005-03-02_r02,2005-03-02_r02_ORDINARIA.pdf,33,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Pichetto.,"Second-to-last labelled line on the page, immediately before ""Sr. Pichetto.""",
328,2005-03-16_r05,2005-03-16_r05_ORDINARIA.pdf,8,Sr. Menem,Sr. Menem.,yes,yes,same-paragraph,none,high,"Señor presidente: quisiera hacer una manifestación, ya que se están haciendo consideraciones sobre el","Third labelled line under the bold section title ""Manifestaciones"".",
329,2005-03-16_r05,2005-03-16_r05_ORDINARIA.pdf,26,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se procederá en consecuencia.,"Only occurrence with ""resolución""; the other closings on the page read ""declaración"" and ""comunicación"".",
330,2005-04-06_r08,2005-04-06_r08_TRIBUNAL_DE_JUICIO_POLITICO.pdf,22,Sra. Presidenta,Sra. Presidenta.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Jenefes.,"This page prints ""Presidenta"" with the final a, unlike other sessions; a second ""Sra. Presidenta."" appears lower down for senator Guinle.",
331,2005-05-04_r11,2005-05-04_r11_ORDINARIA.pdf,124,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda constancia. Tiene la palabra el señor senador Prades.,"""Queda constancia."" sits on the label line; ""Tiene la palabra el señor senador Prades."" is an indented continuation of the same turn.",
332,2005-05-11_r13,2005-05-11_r13_ORDINARIA.pdf,22,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Fernández de Kirchner.,"Immediately precedes the turn labelled ""Sra. Fernández de Kirchner.""",
333,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,14,Sr. López Arias,Sr. López Arias.,yes,yes,same-paragraph,none,high,No dije que se resolvió.,"Short exchange; the preceding line is ""Sr. Menem."" and the following one ""Sr. Presidente.""",
334,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,50,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Hubo una propuesta de votar por Título; si hay consenso en votar por artículo,","Mid-page, right after the long turn of ""Sr. Losada.""",
335,2005-06-08_r16,2005-06-08_r16_ORDINARIA.pdf,16,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Only occurrence with ""comunicación"" on this page (sección 22); the later two closings say ""declaración"".",
336,2005-06-15_r18,2005-06-15_r18_ORDINARIA.pdf,59,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,"Closing of section 84, just above the bold heading ""85"".",
337,2005-06-22_r20,2005-06-22_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,3,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda abierta la sesión del Honorable Senado constituido en Tribunal de Juicio Político para,"First speech of the session, right under the italic stage line about the opening time.",
338,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,25,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia. 48 —,"The trailing ""48"" is the bold section number printed on the next line, not speech; this is the third of three identical closings on the page.",
339,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,25,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"ambiguous — the same sentence is printed three times on this page (sections 45, 46 and 47), but all three carry the identical label.",
340,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,25,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,ambiguous — same three identical occurrences as the previous case; every one is governed by the same label.,
341,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,99,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Senador Agúndez: ¿va a hablar?,"Comes right after ""Sra. Müller."" and before ""Sr. Agúndez.""",
342,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,14,Sr. Presidente (Guinle),Sr. Presidente (Guinle),yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous as to which of four identical occurrences on the page; all four share this label, which on this page has no period after the parenthesis.",
343,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,14,Sr. Presidente (Guinle),Sr. Presidente (Guinle),yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — four identical occurrences on this page, all under the same label printed without a period after the parenthesis.",
344,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,14,Sr. Presidente (Guinle),Sr. Presidente (Guinle),yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — four identical occurrences on this page, all under the same label printed without a period after the parenthesis.",
345,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,14,Sr. Presidente (Guinle),Sr. Presidente (Guinle),yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","ambiguous — four identical occurrences on this page, all under the same label printed without a period after the parenthesis.",
346,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,19,Sr. Losada,Sr. Losada.,yes,yes,same-paragraph,none,high,Señor presidente: propongo que se vote en general y en particular.,"Sits between two turns of ""Sr. Presidente (Guinle).""",
347,2005-08-25_r25,2005-08-25_r25_ORDINARIA.pdf,35,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: para la próxima sesión tenemos prevista la consideración, en primer término, del","Last labelled line of the page; printed as ""Sr. Pichetto.— Señor presidente: ..."" with the dash run into the label.",
348,2005-08-25_r26,2005-08-25_r26_TRIBUNAL_DE_JUICIO_POLITICO.pdf,3,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,En consideración. Tiene la palabra el senador Guinle.,"""En consideración."" is on the label line and ""Tiene la palabra el senador Guinle."" is the indented continuation of the same turn, just below the bold ""[Incluir dictamen]"" insert marker.",
