case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h109,1999-06-30_r30,1999-06-30_r30_ORDINARIA.html,,Sr. GAGLIARDI,Sr. GAGLIARDI.-,yes,"Señor presidente: yo tenía una solicitud de tratamiento sobre tablas sobre el tema de Parques Nacionales. Según se adelantó por Secretaría han ingresado los proyectos de los señores senadores Sala,",,
h110,1999-06-30_r30,1999-06-30_r30_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por San Juan.,3 of 3,"Passage starts mid-sentence: the page reads ""Para el mismo homenaje tiene la palabra el señor senador por San Juan."" and the sheet's opening words capitalise ""Tiene"". Label is one line above.; the round's sheet named occurrence 3 of 5 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h111,1999-07-07_r31,1999-07-07_r31_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).-,yes,Por Secretaría se dará lectura al plan de labor parlamentaria aprobado en la reunión de presidentes de bloque celebrada ayer.,,"Label is inside a bold run that also holds the section heading ""8 Plan de Labor""."
h112,1999-07-14_r35,1999-07-14_r35_ORDINARIA.html,,Sr. GENOUD,Sr. GENOUD.-,yes,"En este aspecto, solicito la mayor permeabilidad posible por parte del bloque de la mayoría. El artículo 1 establece : ""Prorrógase el vencimiento para el pago del impuesto establecido en",,"Speech resumes after a ""-Murmullos en el recinto."" note and a presidential interjection; the passage's own label is Sr. GENOUD.-"
h113,1999-07-14_r35,1999-07-14_r35_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Señores senadores: ruego respetar al orador en uso de la palabra.,,
h114,1999-08-04_r37,1999-08-04_r37_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,18 of 66,No name in parentheses on this page.
h115,1999-08-04_r37,1999-08-04_r37_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Corresponde considerar el dictamen de la Comisión de Cultura en dos proyectos de declaración: uno del señor senador de la Rosa y el otro del señor senador Alasino por los,,"No name in parentheses; label shares a bold run with the heading ""116 Fallecimiento del señor Osvaldo Dragún""."
h116,1999-08-11_r39,1999-08-11_r39_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,A continuación pasamos a sesión de acuerdos. Corresponde considerar el dictamen de la Comisión de Acuerdos en el mensaje del Poder Ejecutivo por el que se solicita acuerdo para designar,,"Label shares a bold run with the heading ""7 Ministro plenipotenciario de segunda clase""."
h117,1999-08-11_r39,1999-08-11_r39_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Corresponde considerar las modificaciones introducidas por la Cámara de Diputados al proyecto de ley que le fuera pasado en revisión sobre legislación delegada. Tiene la palabra el señor senador por,,"Label shares a bold run with the heading ""25 Legislación delegada""."
h118,1999-08-25_r43,1999-08-25_r43_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Dejo sentado el pedido del señor senador. Lo vamos a incorporar cuando se dé lectura al plan de labor. Tiene la palabra el señor senador por la ciudad de Buenos,,
h119,1999-08-25_r43,1999-08-25_r43_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"Usted está haciendo esto como una argumentación global, porque no se puede votar a favor o en contra.",,No name in parentheses in this stretch of the file.
h120,1999-09-01_r44,1999-09-01_r44_ORDINARIA.html,,Sr. USANDIZAGA,Sr. USANDIZAGA.-,yes,"¿Por lo menos, le puedo contestar al señor senador Sala?",,
h121,1999-09-01_r44,1999-09-01_r44_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,En consideración en general. Tiene la palabra el señor senador por Corrientes.,,"Printed without the name although the labels a few lines above read ""Sr. PRESIDENTE (Menem).-""; the label also shares a bold run with the ""Orden del Día Nº 459"" heading. The reading is given as printed."
h122,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",2 of 87,"Earlier in the same passage a bold run opens at the end of a stenographer's note (""...de los Asuntos Entrados**.""), and that note contains an unfilled placeholder: ""que figura en el punto ... de los Asuntos Entrados""."
h123,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Por Secretaría se hizo llegar la lista de asuntos entrados. Corresponde que los señores senadores formulen al respecto las consideraciones que estimen pertinentes.,,"Label shares a bold run with the heading ""4 Asuntos Entrados""."
h124,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Corresponde considerar el dictamen de las comisiones de Combustibles y de Energía en el proyecto de declaración del señor senador Manfredotti por el que se solicita se declare de interés,,"Label shares a bold run with the heading ""11 III Exposición Internacional del Petróleo y Gas""."
h125,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Corresponde considerar el dictamen de las comisiones de Drogadicción y Narcotráfico y de Presupuesto y Hacienda en el proyecto de comunicación del señor senador Maglietti por el que se solicita,,"Label shares a bold run with the heading ""15 Subsidio para la Fundación Manantiales""."
h126,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. MENEM,Sr. MENEM.-,yes,"Señor presidente: si bien no soy el miembro informante de esta iniciativa, por lo que he podido observar se trata de un proyecto que ha tenido origen en la Cámara",,
h127,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. LOSADA,Sr. LOSADA.-,yes,"Brevemente quiero decir que el objetivo no es no votar y que entendemos las prioridades. Pero es necesario que quede nuestro mensaje, en función de este tipo de preocupaciones y",,President had just returned the floor to the senator from Misiones after an interruption; Losada's label opens the passage.
h128,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. SECRETARIO (Oyarzún),Sr. SECRETARIO (Oyarzún).-,yes,(Lee:),71 of 103,"Label sits directly above; the bold run that follows opens at the title 'Orden del Día Nº 740' and closes only after the next label 'Sr. PRESIDENTE.-', so that later label is not bolded on its own."
h129,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. SECRETARIO (Oyarzún),Sr. SECRETARIO (Oyarzún).-,yes,(Lee:),76 of 103,Same markup pattern: the following bold run spans the title 'Orden del Día Nº 489' through 'Sr. PRESIDENTE.-'.
h130,1999-09-22_r46,1999-09-22_r46_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por el Chubut.,,
h131,1999-09-22_r46,1999-09-22_r46_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"Si no se hace uso de la palabra, se va a votar el tratamiento sobre tablas. Como no hay quórum, se va a llamar para votar.",,
h132,1999-10-27_r52,1999-10-27_r52_ORDINARIA.html,,Sr. SECRETARIO (Oyarzún),Sr. SECRETARIO (Oyarzún).-,yes,(Lee:),36 of 175,Bold run below spans 'Orden del Día Nº 828' into 'Sr. PRESIDENTE (Cafiero).-'.
h133,1999-10-27_r52,1999-10-27_r52_ORDINARIA.html,,Sr. SECRETARIO (Oyarzún),Sr. SECRETARIO (Oyarzún).-,yes,(Lee:),72 of 175,Bold run below spans 'Orden del Día Nº 872' into 'Sr. PRESIDENTE (Cafiero).-'.
h134,1999-10-27_r52,1999-10-27_r52_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).-,yes,Corresponde considerar el dictamen de las comisiones de Energía y de Asistencia Social y Salud Pública en el proyecto de comunicación del señor senador Berhongaray por el que se solicitan,,The label is inside a bold run that opens at the section number '103' and its title 'Controles en medicina nuclear y radioterapia' and closes just after the label.
h135,1999-10-27_r52,1999-10-27_r52_ORDINARIA.html,,Sr. JEFE DE GABINETE DE MINISTROS,Sr. JEFE DE GABINETE DE MINISTROS.-,yes,"Señor presidente, señores senadores: sólo quiero reiterar el hecho de que todos los argentinos debemos congratularnos por haber ratificado la elección del sistema democrático. Claramente, el conjunto de la sociedad",,Not a senator; the chair explicitly gives the floor to the Chief of Staff for closing remarks.
h136,1999-11-03_r53,1999-11-03_r53_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"Por razones de tipo práctico y habiendo sido aceptada esta forma de votación, se va a votar en particular por capítulos, dado que el tema estuvo en comisión y fue",,
h137,1999-11-04_r55,1999-11-04_r55_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).-,yes,Se va a llamar por diez minutos más y transcurrido ese plazo se pasará lista.,,
h138,1999-11-04_r55,1999-11-04_r55_ORDINARIA.html,,Sr. VARIZAT,Sr. VARIZAT.-,yes,"Señor presidente: creo que la posición de la Alianza fue debidamente explicitada en la Cámara de Diputados y que el asesoramiento técnico ya lo ha tenido. Además, entiendo que este",,
h139,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",7 of 62,Label sits at the end of a bold run that began at the title 'Orden del Día Nº 995'.
h140,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. CAFIERO,Sr. CAFIERO.-,yes,"Señor presidente: francamente, no he visto que haya sido recogida con generosidad nuestra aceptación de esta postergación, con el espíritu con que la hemos planteado. Por algunas expresiones del señor",,Cafiero speaks here as a senator; the chair in this session is Menem.
h141,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. SALUM,Sr. SALUM.-,yes,Señor presidente: este proyecto ha sido largamente discutido y la única forma de poder llevarlo adelante es aprobando este artículo como está redactado en este proyecto.,,
h142,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. VAQUIR,Sr. VAQUIR.-,yes,"Señor presidente: si bien solicito la inserción del discurso que tenía pensado hacer, no quiero dejar de señalar el extraordinario aporte que hace a la infancia...",,
h143,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).-,yes,Queda sancionado por unanimidad el proyecto de ley. Vuelve a la Honorable Cámara de Diputados.,2 of 2,
h144,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).-,yes,"Si no se hace uso de la palabra, se va a votar el proyecto con la modificación propuesta.",,
h145,1999-11-17_r59,1999-11-17_r59_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",14 of 35,Label closes a bold run opened at the title 'Orden del Día Nº 1041'.
h146,1999-11-24_r00,1999-11-24_r00_ASAMBLEA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"Al haberse aprobado la propuesta, corresponde ahora que los señores legisladores cumplan su cometido asistidos por los señores secretarios parlamentarios de ambas Cámaras, pasando la Asamblea a un breve cuarto",,Joint Assembly; the label carries no surname. Bold run opens at the section number '6' and the title 'Escrutinio'.
h147,1999-11-24_r62,1999-11-24_r62_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",20 of 38,Label closes a bold run opened at a preceding title.
h148,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. PRESIDENTE (Genoud),Sr. PRESIDENTE (Genoud).-,yes,Tiene la palabra el señor senador por La Rioja Eduardo Menem.,,
h149,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. ARNOLD,Sr. ARNOLD.-,yes,"Señor presidente: compartí poco tiempo en esta Casa con el señor senador Avelín. Conozco acerca de sus proyectos en el mismo sentido en que se manifestaron los señores senadores preopinantes,",,
h150,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",15 of 70,Label closes a bold run opened at the title 'Orden del Día Nº 1130'.
h151,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,En consideración la insistencia de la Honorable Cámara de Diputados. Tiene la palabra el señor senador por Formosa.,,"Broken bold: the label is not its own bold run; the run opens at the secretary's (Lee:) and closes right after the label, so the title ""Orden del Día Nº 1126"" and the label share one run."
h152,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. SECRETARIO (Pontaquarto),Sr. SECRETARIO (Pontaquarto).-,yes,(Lee:) .,74 of 76,"Passage is the (Lee:) note itself, immediately after the secretary's label."
h153,1999-12-09_r67,1999-12-09_r67_ORDINARIA.html,,Sr. GALVÁN,Sr. GALVÁN.-,yes,"Señor presidente: quiero hacer una aclaración, que pretendo que también sea una interpretación auténtica, toda vez que no consideramos prudente que se abra a través de las observaciones en particular",,
h154,1999-12-15_r68,1999-12-15_r68_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,11 of 39,Label has no name in parenthesis in this file.
h155,1999-12-15_r68,1999-12-15_r68_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",47 of 74,"Same broken bold as h151: ""Orden del Día Nº 1246"" and the label sit inside one bold run."
h156,1999-12-15_r68,1999-12-15_r68_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por Mendoza.,3 of 5,
h157,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"Continúe, señor senador por Buenos Aires.",,
h158,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por La Rioja.,6 of 17,
h159,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por Formosa.,3 of 4,
h160,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. MOREAU,Sr. MOREAU.-,yes,"Señor presidente: nosotros vamos a hacer una exhortación, más allá de que, efectivamente, este debate puede haber despertado algunas pasiones. Lo que no podemos hacer es una interpretación sobre tablas",,
h161,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Por Secretaría se dará lectura.,2 of 4,
h162,1999-12-28_r70,1999-12-28_r70_ESPECIAL.html,,Sr. CANTARERO,Sr. CANTARERO.-,yes,"Señor presidente: en todos los presupuestos, en virtud de los protocolos firmados con Chile, figuraba en el articulado la pavimentación de las rutas de la parte argentina. Tan es así",,
h163,1999-12-28_r71,1999-12-28_r71_ESPECIAL.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"No dialoguen, señores senadores.",,
h164,1999-12-28_r71,1999-12-28_r71_ESPECIAL.html,,Sr. ALASINO,Sr. ALASINO.-,yes,¿No lo incluye a Álvarez?,,"The president had just given the floor to ""el señor senador por San Juan"", but the label printed is ALASINO (Entre Ríos); the San Juan senator (Gioja) speaks two turns later. The printed label is unambiguous."
h165,1999-12-28_r71,1999-12-28_r71_ESPECIAL.html,,Sr. MAYA,Sr. MAYA.-,yes,"Gracias, señor senador. Quiero hacer un comentario que complementa lo que dijo el señor senador Gioja en cuanto al interrogante de por qué no lo hicimos antes y que, realmente,",,
h166,1999-12-28_r72,1999-12-28_r72_ESPECIAL.html,,Sr. YOMA,Sr. YOMA.-,yes,"¿Me concede una interrupción, señor senador?",,A stenographer's note (-Se llama para formar quórum.) sits between the president's turn and this label; the label itself is clear.
h167,2000-02-23_r73,2000-02-23_r73_EXTRAORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,6 of 29,
h168,2000-02-23_r73,2000-02-23_r73_EXTRAORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,Tiene la palabra el señor senador por la Capital.,1 of 2,
h169,2000-03-08_r02,2000-03-08_r02_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Por Secretaría se dará lectura de la renuncia.,,"This file prints labels in mixed case with a "" --"" dash, and the bold is split around the name: **Sr. Presidente **(Genoud)**. --** — the name is outside the bold runs."
h170,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Corresponde considerar el dictamen de la Comisión de Educación en el proyecto de declaración del señor senador Oudín por el que se manifiesta beneplácito por la actuación de las alumnas,,"Broken bold: the run opens at the section heading (""30 / Alumnas misioneras en las Olimpíadas Nacionales de Filosofía"") and closes just after the label, so heading and label share one run."
h171,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Tiene la palabra el señor por Mendoza.,,"Spacing of the label varies in this file (""Sr. Presidente.-- "", ""Sr. Presidente. -- ""); the passage text itself reads ""el señor por Mendoza"", missing ""senador"" — a typo in the record, not in the label."
h172,2000-03-22_r09,2000-03-22_r09_ORDINARIA.html,,Sr. Yoma,Sr. Yoma. --,yes,Señor presidente: voy a ser muy breve porque creo que el tema que está ocupando a la Cámara es mucho más importante que el planteado por el senador por San,,"Broken bold: the run opens at the heading ""52 / Cuestión de privilegio"" and covers the first Yoma label; the label above the passage itself is clean."
h173,2000-03-22_r09,2000-03-22_r09_ORDINARIA.html,,Sr. Villarroel,Sr. Villarroel. --,yes,Señor presidente: no sé si el señor secretario es más joven que el joven que me entregó el papel. Digo esto porque no hace más de diez minutos que el,,
h174,2000-03-22_r09,2000-03-22_r09_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Se pasará a un breve cuarto intermedio en las bancas.,,
h175,2000-04-05_r11,2000-04-05_r11_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Tiene la palabra el señor senador por San Luis.,,
h176,2000-04-05_r11,2000-04-05_r11_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"Gracias, señor senador.",1 of 3,
h177,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:) .,34 of 67,"Bold run is split mid-label (""**Sr. Secretario **(Pontaquarto)**. -- **)"
h178,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:) .,52 of 67,Same split bold run as h177.
h179,2000-04-26_r15,2000-04-26_r15_ESPECIAL.html,,Sr. Presidente,Sr. Presidente. --,yes,¿Senador Villarroel?,,
h180,2000-04-26_r15,2000-04-26_r15_ESPECIAL.html,,Sr. Presidente,Sr. Presidente. --,yes,Para una interrupción tiene la palabra el señor senador López.,,
h181,2000-05-10_r16,2000-05-10_r16_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"Cuando votemos el plan de labor parlamentaria, incluiremos su moción. Tiene la palabra el señor senador Sergnese.",,
h182,2000-05-10_r16,2000-05-10_r16_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"Corresponde considerar el dictamen de las comisiones de Economías Regionales y de Micro, Pequeña y Mediana Empresa en el proyecto de comunicación del señor senador Costanzo por el que se",,"The bold run starts at the section number and title (""** 31 Estado de desastre en el valle del Rio Negro"") and only closes after the label's dash, so the label is inside a bold span that also covers the heading."
h183,2000-05-10_r16,2000-05-10_r16_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",59 of 83,"Label sits inside a bold run that opens on the heading ""Orden del Dia N 232""."
h184,2000-05-10_r16,2000-05-10_r16_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",60 of 83,"Label sits inside a bold run that opens on the heading ""Orden del Dia N 233""."
h185,2000-05-17_r17,2000-05-17_r17_ORDINARIA.html,,Sr. Sala,Sr. Sala. --,yes,"Señor presidente: voy a solicitar que el Orden del Día N° 477, que contiene un proyecto referido a la reestructuración del Instituto Nacional de Investigación y Desarrollo Pesquero, sea considerado",,
h186,2000-05-17_r17,2000-05-17_r17_ORDINARIA.html,,Sr. Alasino,Sr. Alasino. --,yes,Señor presidente: mantenemos la propuesta inicial respecto al ordenamiento de la sesión. La cuestión de privilegio seguirá su destino. En el proyecto de declaración simplemente se manifiesta la preocupación por,,
h187,2000-05-17_r17,2000-05-17_r17_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Corresponde pasar a cuarto intermedio para constituir la Cámara en Tribunal en los juicios políticos mencionados.,,
h188,2000-05-17_r17,2000-05-17_r17_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),24 of 44,Label is immediately above; bold run split mid-label.
h189,2000-05-17_r17,2000-05-17_r17_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",31 of 38,"Markup broken: bold opens on the heading ""Orden del Dia N 296"" and closes after ""Sr. Presidente "", leaving ""(Genoud). --"" outside bold. Nearby copies of the same label in this file close the bold after the dash."
h190,2000-06-07_r22,2000-06-07_r22_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"Gracias, señor senador. Tiene la palabra el señor senador Cafiero.",,
h191,2000-06-07_r22,2000-06-07_r22_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Corresponde considerar el dictamen de la Comisión de Combustibles en el proyecto de comunicación del señor senador Arnold por el que se solicitan informes acerca del abastecimiento de gas licuado,,Bold run opens on the section heading and the label is inside it.
h192,2000-06-07_r22,2000-06-07_r22_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Tiene la palabra el señor senador Alasino.,,"Printed ""**Sr. Presidente**. --"" with the period and dash outside the bold."
h193,2000-06-21_r27,2000-06-21_r27_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",17 of 75,"Bold closes after ""Sr. Presidente"", so ""(Genoud). --"" is not bold; the run also opens on the heading ""Orden del Dia N 401""."
h194,2000-06-21_r27,2000-06-21_r27_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Corresponde considerar el dictamen de las comisiones de Obras Públicas y de Transportes en el proyecto de comunicación del señor senador Mikkelsen Löth por el que se solicitan informes acerca,,"Bold run opens on the section number 61 and its title; ""(Genoud). --"" falls outside the bold."
h195,2000-06-28_r31,2000-06-28_r31_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Queda aprobada la resolución. Se procederá en consecuencia.,4 of 7,"Label is directly above, separated from the passage only by a blank line."
h196,2000-06-28_r31,2000-06-28_r31_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Por Secretaría se dará lectura.,5 of 41,"No label directly above: the passage is the last line of the president's turn, which opened about eight lines earlier with the Orden del Dia N 461 dictamen text. The sentence is unusually cut off from that turn by a blank line."
h197,2000-06-28_r31,2000-06-28_r31_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Tiene la palabra el señor senador Alasino.,2 of 2,
h198,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Presidente,Sr. Presidente.--,yes,Tiene la palabra el señor senador León.,,"Passage begins mid-sentence and lowercase on the page (""Para rendir homenaje al doctor Hipolito Yrigoyen tiene la palabra el senor senador Leon""); the slice quotes it capitalised as if it were a new sentence. Label prints with no space before the dash and sits inside a bold run opened at the heading ""I""."
h199,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),8 of 102,"Bold run split mid-label, as in h177."
h200,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,13 of 37,
h201,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),35 of 102,Bold run breaks mid-label: printed as **Sr. Secretario **(Pontaquarto)**. -- **
h202,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,No estamos votando proyectos de ley.,,
h203,2000-07-12_r37,2000-07-12_r37_ORDINARIA.html,,Sr. Pardo,Sr. Presidente (Genoud). --,no,"Señor presidente: dada la hora y como creo que está agotada la lista de oradores, voy a solicitar que proceda a llamar para formar quórum y votar el proyecto.",,"checked against the page: the label printed directly above this passage is 'Sr. Pardo. --'; the reader read up past it to the chair's previous label, 'Sr. Presidente (Genoud). --'. The parser is right and this is the round's one reader error."
h204,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",48 of 122,"Label sits inside a bold run opened by the heading ""Orden del Día Nº 627"", so the title and the label share one bold block"
h205,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración de los señores senadores López y Usandizaga por el que se declara de interés para el,,"Label opens inside the bold run that also holds section number 68 and its title ""Festival 'Un Puente, dos Culturas'"""
h206,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),82 of 144,
h207,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Queda aprobado. Se procederá en consecuencia.,13 of 13,
h208,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,"Vamos a votar el artículo 1° en la versión originaria, informada por el señor senador López. Si no se hace uso de la palabra, se va a votar.",,
h209,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Tiene la palabra el señor senador Villaverde.,2 of 3,
h210,2000-08-16_r44,2000-08-16_r44_ESPECIAL.html,,Sr. Presidente,Sr. Presidente. --,yes,"Se encuentra en antesalas el señor jefe de Gabinete de Ministros, doctor Rodolfo Terragno, con el objeto de brindar el informe prescripto por el artículo 101 de la Constitución Nacional",,"Label inside the bold run holding section number 2 and its title; special session, president not named in parentheses anywhere on the page"
h211,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Tiene la palabra el señor senador Verna.,2 of 2,Same words appear twice a few lines apart; occurrence 2 read as instructed
