case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
g126,1999-12-28_r72,1999-12-28_r72_ESPECIAL.html,,Sr. PRESIDENTE,Sr. PRESIDENTE,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar. Se necesitan los dos tercios de los votos.",2 of 2,
g127,2000-02-23_r73,2000-02-23_r73_EXTRAORDINARIA.html,,Sr. SECRETARIO (Pontaquarto),Sr. SECRETARIO (Pontaquarto),yes,(Lee:) .,45 of 49,
g128,2000-02-23_r73,2000-02-23_r73_EXTRAORDINARIA.html,,Sr. VILLARROEL,Sr. VILLARROEL,yes,Señor senador...,,
g129,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,Queda reservado.,,
g130,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Alasino,Sr. Alasino,yes,"Que se vote, señor presidente.",,
g131,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero,yes,Señor presidente: reproduzco en este caso los argumentos que vertí en oportunidad del tratamiento del pliego del señor Cardozo.,,
g132,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración del señor senador Ortega por el que se expresa beneplácito por el premio obtenido por el,,
g133,2000-04-05_r11,2000-04-05_r11_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,"En consideración la moción formulada por el señor senador por La Pampa. Si no se hace uso de la palabra, se va a votar.",,
g134,2000-04-05_r11,2000-04-05_r11_ORDINARIA.html,,Sr. Galván,Sr. Galván,yes,Señor presidente: creo que tenemos que reencauzar este acto institucional. Todos los que estamos aquí sentados en las bancas u ocupando un lugar en los estrados estamos cumpliendo un mandato,,
g135,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,Tiene la palabra el señor senador por Corrientes.,,
g136,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto),yes,(Lee:) .,5 of 67,
g137,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Corresponde considerar el dictamen de la Comisión de Interior y Justicia y de Economía en el proyecto de comunicación del señor senador San Millán por el que se solicita la,,
g138,2000-04-12_r13,2000-04-12_r13_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Queda aprobada la declaración. Se procederá en consecuencia.,21 of 22,
g139,2000-06-07_r24,2000-06-07_r24_ESPECIAL.html,,Sr. Presidente,Sr. Presidente,yes,"Si hay asentimiento, por Secretaría se lo invitará a ingresar en el recinto.",,
g140,2000-06-21_r27,2000-06-21_r27_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,25 of 33,
g141,2000-06-21_r27,2000-06-21_r27_ORDINARIA.html,,Sr. Menem,Sr. Menem,yes,Primero que se vote el asunto en tratamiento.,,
g142,2000-06-21_r27,2000-06-21_r27_ORDINARIA.html,,Sr. Presidente (Preto),Sr. Presidente (Preto),yes,Se va a votar el pedido de inserción formulado por el señor senador por Misiones.,,
g143,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,"Si no se hace uso de la palabra, se va a votar el artículo 13 con la redacción propuesta por el señor senador Villarroel.",,
g144,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto),yes,(Lee:),8 of 16,
g145,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,"Disculpe, señor senador.",,
g146,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Corresponde considerar si se trata sobre tablas el proyecto de ley en revisión sobre incorporación de un representante en el directorio de las empresas que constituyeron programas de propiedad participada,,
g147,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Corresponde considerar si se trata sobre tablas el proyecto de comunicación del señor senador Arnold y otros señores senadores por el que se solicita la puesta en funcionamiento de las,,
g148,2000-08-16_r44,2000-08-16_r44_ESPECIAL.html,,Sr. Presidente,Sr. Presidente,yes,"Disculpe, señor senador Vaquir. ¿Puede esperar unos instantes?",,
g149,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto),yes,"Fojas número 29, 30, 31...",,
g150,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Preto),Sr. Presidente (Preto),yes,Por Secretaría se dará lectura a la parte resolutiva del proyecto de comunicación.,,
g151,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Le solicita una interrupción el senador Cafiero.,,
g152,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Usandizaga,Sr. Usandizaga,yes,Yo también.,,
g153,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente,Sr. Presidente,yes,Señor senador: respete el orden. Está hablando el ministro. Señor ministro: no le conteste al senador Rodríguez Saá. Continúe en el uso de la palabra.,,
g154,2000-08-30_r47,2000-08-30_r47_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,"Hay 57 senadores en la Casa, pero lo que ocurre es que el número de legisladores presentes en el recinto va disminuyendo en lugar de aumentar. Por eso, anteriormente hice",,
g155,2000-09-06_r49,2000-09-06_r49_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,En consideración el plan de labor.,,
g156,2000-09-06_r49,2000-09-06_r49_ORDINARIA.html,,Sr. Altuna,Sr. Altuna,yes,"Sí, el artículo 10 debe decir, al final: ""Los endosos serán certificados por escribano público, autoridad judicial o autoridad bancaria.""",,
g157,2000-09-06_r49,2000-09-06_r49_ORDINARIA.html,,Sr. Presidente (Preto),Sr. Presidente (Preto),yes,Senador Yoma: ¿le permite una interrupción al senador Sergnese?,,
g158,2000-09-07_r50,2000-09-07_r50_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,"Señor senador: debo explicar que el pedido de la bancada justicialista, a fin de que viniera el ministro le complicó totalmente su agenda al doctor Machinea. De manera que el",,
g159,2000-09-07_r50,2000-09-07_r50_ORDINARIA.html,,Sr. Agúndez,Sr. Agúndez,yes,"Señor presidente: seré muy breve. Nosotros vamos a ratificar este proyecto, porque a los diecinueve días de haber asumido en el Senado de la Nación, en 1995, presentamos un proyecto",,
g160,2000-09-07_r50,2000-09-07_r50_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,La Presidencia vela por el cumplimiento del Reglamento.,,
g161,2000-09-07_r50,2000-09-07_r50_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Tiene la palabra el señor senador Villarruel.,,
g162,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,20 of 59,
g163,2000-09-27_r53,2000-09-27_r53_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,"¿Tiene el texto que propone para el artículo 2, señor senador, para incorporarlo como moción?",,
g164,2000-10-04_r55,2000-10-04_r55_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto),yes,"(Lee:) ""Plan de labor para la sesión del día 4 de octubre de 2000. Consideración del dictamen en las modificaciones introducidas por la Honorable Cámara de Diputados en el proyecto",,
g165,2000-10-04_r55,2000-10-04_r55_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud),yes,La fe de erratas está en Secretaría.,,
g166,2000-10-18_r58,2000-10-18_r58_ORDINARIA.html,,Sr. Rodríguez Saá,Sr. Rodríguez Saá,yes,"Señor presidente: no sé cuál es la interpretación que hace el señor senador de la ley, de las convenciones internacionales, de los pactos y de los tratados, pero la primera",,
g167,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,16 of 161,
g168,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",199 of 269,
g169,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,Queda aprobada la declaración. Se procederá en consecuencia.,58 of 86,
g170,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Prosecretario (Colombo),Sr. Secretario (Pontaquarto),yes*,(Lee:),276 of 291,"the sheet counted turns whose WHOLE text is '(Lee:)'; the reader counted the phrase as printed. At the parser's 276th the file prints 'Sr. Prosecretario (Colombo). -- (Lee:)', the exact handover from Pontaquarto to Colombo."
g171,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,Tiene la palabra el señor senador por el Chaco.,4 of 6,
g172,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),8 of 117,
g173,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),26 of 117,
g174,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,29 of 37,
g175,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",91 of 104,
g176,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),115 of 117,
g177,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"Tiene la palabra el señor senador por Tucumán, del bloque justicialista.",,
g178,2000-11-22_r63,2000-11-22_r63_ORDINARIA.html,,Sr. Gioja,Sr. Gioja,yes,"Voy a reiterar la moción que hice anteriormente: solicito que se altere el plan de labor, a efectos de que se trate sobre tablas el expediente S. 2203/00.",,
g179,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,14 of 24,
g180,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. López,Sr. López,yes,"Cómo no, señor presidente.",2 of 2,
g181,2000-11-30_r67,2000-11-30_r67_ORDINARIA.html,,Sr. Yoma,Sr. Yoma,yes,¿Es el originario?,,
g182,2000-12-06_r68,2000-12-06_r68_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,En consideración en general. Tiene la palabra el señor senador por Tucumán.,,
g183,2000-12-06_r68,2000-12-06_r68_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Yoma.,,
g184,2000-12-07_r69,2000-12-07_r69_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (León),yes*,Tiene la palabra el señor senador Gioja.,4 of 7,"the file prints the sentence 8 times and the parser holds all 8; the third sits inside a longer turn ('En consideración. Tiene la palabra el señor senador Gioja.') so the sheet's whole-text grouping counted 7. The file's 4th is León, which the reader read correctly; the sheet's 4th is a different, later turn, which is Losada. Both attributions are right; the two were counting different things."
g185,2000-12-20_r70,2000-12-20_r70_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"Queda aprobada la modificación del plan de labor. Cuando se termine con el tratamiento de los temas indicados, la Presidencia someterá a votación la moción formulada por el señor senador",,
g186,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde considerar el dictamen de las comisiones de Interior y Justicia y de Comunicaciones en el proyecto de resolución del señor senador Sala y otros señores senadores por el que,,
g187,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",42 of 63,
g188,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),60 of 81,
g189,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sra. Sapag,Sra. Sapag,yes,Pido la palabra.,3 of 19,
g190,2001-02-21_r01,2001-02-21_r01_PREPARATORIA.html,,Sr. Gioja,Sr. Gioja,yes,"Señor presidente: estamos terminado esta sesión dado que, a continuación, se tomarán los juramentos pertinentes. En pocos días, estaremos iniciando un nuevo año parlamentario. Quisiera entonces, sinceramente, recoger el guante",,
g191,2001-03-01_r00,2001-03-01_r00_ASAMBLEA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde que la Honorable Asamblea proceda a designar a las comisiones de Exterior e Interior para recibir al señor presidente de la Nación Argentina. Tiene la palabra el señor senador,,
g192,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Gioja,Sr. Gioja,yes,Señor presidente: solicito el tratamiento sobre tablas del dictamen que acaba de ser leído por Secretaría y que a continuación se tome juramento de rigor al señor senador electo titular,,
g193,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Massaccesi,Sr. Massaccesi,yes,Pido la palabra.,3 of 14,
g194,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Palacios,Sr. Palacios,yes,CD.118/99.,,
g195,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de comunicación del señor senador Ortega por el que se solicita un subsidio para el Sindicato,,
g196,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Se va a votar el pase al archivo.,2 of 3,
g197,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",40 of 75,
g198,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),58 of 85,
g199,2001-03-14_r06,2001-03-14_r06_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Tiene la palabra el señor senador Oudin.,,
g200,2001-03-23_r12,2001-03-23_r12_ORDINARIA.html,,Sra. Raijer,Sra. Raijer,yes,"Señor presidente: uno de los problemas que aqueja al Estado en la etapa de la globalización es cómo lograr competitividad en su economía y, a la vez, la gobernabilidad del",,
g201,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Gioja.,2 of 9,
g202,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag),yes,En consideración en particular.,1 of 2,
g203,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag),yes,"Por favor, no dialoguen entre sí. Tiene la palabra el señor senador Yoma.",,
g204,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag),yes,Señor senador: el senador Usandizaga le solicita una interrupción.,,
g205,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Prosecretario (Canals),Sr. Prosecretario (Canals),yes,(Lee:),67 of 72,
g206,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Agúndez.,1 of 6,
g207,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"Corresponde considerar el dictamen de las comisiones de Educación y de Cultura en el proyecto de declaración del señor senador Mikkelsen--Löth, por el que se declara de interés un ciclo",,
g208,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Vaquir,Sr. Vaquir,yes,"Señor presidente: simplemente es para aclarar que en la página 2, segundo renglón, en donde dice: ""...obras sociales y/u hospitales públicos, de gestión descentralizada..."" hay que eliminar la coma, que",,
g209,2001-05-03_r24,2001-05-03_r24_ORDINARIA.html,,Sr. Maya,Sr. Maya,yes,Señor presidente...,,
g210,2001-05-03_r24,2001-05-03_r24_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),32 of 61,
g211,2001-05-09_r28,2001-05-09_r28_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Yoma.,4 of 4,
g212,2001-05-09_r32,2001-05-09_r32_ESPECIAL.html,,Sr. Presidente (Yoma),Sr. Presidente (Yoma),yes,Tiene la palabra el señor senador Maya.,3 of 3,
g213,2001-05-16_r33,2001-05-16_r33_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Señor senador: ya vamos a llegar al momento de pedir las preferencias. Vamos a ordenar la sesión: hay una etapa para pedir todas las preferencias; y le comunico esto a,,
g214,2001-05-16_r33,2001-05-16_r33_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",55 of 63,
g215,2001-05-23_r35,2001-05-23_r35_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde considerar el dictamen de la Comisión de Relaciones Exteriores y Culto en el mensaje y proyecto de ley del Poder Ejecutivo por el que se aprueba el Acuerdo de,,
g216,2001-05-30_r36,2001-05-30_r36_ORDINARIA.html,,Sr. Corach,Sr. Corach,yes,Cómo no.,1 of 5,
g217,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"Esta Presidencia manifiesta al señor senador que la discusión va a versar exclusivamente sobre la el proyecto ley en consideración, y que no va a admitir que se abra otro",,
g218,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),112 of 112,
g219,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador por San Juan.,2 of 3,
g220,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador por Entre Ríos.,1 of 2,
g221,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Gagliardi,Sr. Gagliardi,yes,Pido la palabra.,4 of 15,
g222,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponder pasar a cuarto intermedio para constituir la Cámara en Tribunal de Juicio Político.,,
g223,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),11 of 51,
g224,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero,yes,"Señor presidente: supongamos que el Poder Ejecutivo, que no se caracteriza por la coherencia de sus actos, resuelve vetar el artículo 2 del proyecto en consideración, inmediatamente consagraría la devaluación",,
g225,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero,yes,"Igualmente, quisiera que el consenso que alcanzó este Cuerpo en cuanto a que no puede vetarse el artículo 2 quede incluido entre las preocupaciones del Senado de la Nación. Además,",,
g226,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en el expediente Oficiales Varios 440/99 mediante el cual la Auditoría General de la Nación,,
g227,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"Si no se hace uso de la palabra, se va a votar.",1 of 2,
g228,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (León),Sr. Presidente (León),yes,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados. Tiene la palabra el señor senador Sapag.,,
g229,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (León),Sr. Presidente (León),yes,Corresponde considerar si se trata sobre tablas proyecto de ley del señor senador Carbonell y otros señores senadores por el que se unifica en la Procuración del Tesoro la representación,,
g230,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Agúndez,Sr. Agúndez,yes,"Sí, como no.",,
g231,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Gioja.,1 of 4,
g232,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda aprobada la declaración. Se procederá en consecuencia.,2 of 6,
g233,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",15 of 16,
g234,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Preto,Sr. Preto,yes,"Los norteamericanos cumplen con la ley y por eso tienen un país previsible y son lo que son y tienen la economía que tienen y, además --por decirlo de algún",,
g235,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Altuna,Sr. Altuna,yes,Señor presidente...,,
g236,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Moreau.,4 of 4,
g237,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Corach,Sr. Corach,yes,"Está bien, señor presidente.",,
g238,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda aprobada la declaración. Se procederá en consecuencia.,2 of 9,
g239,2001-08-15_r54,2001-08-15_r54_ORDINARIA.html,,Sr. Martínez Almudevar,Sr. Martínez Almudevar,yes,"Señor presidente: propongo la incorporación de un artículo en el Capítulo X. Sugiero que esa incorporación se haga luego del artículo 32, que está referido a las penalidades. El objetivo",,
g240,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Tell,Sr. Tell,yes,Pido la palabra.,6 of 24,
g241,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Angeloz,Sr. Angeloz,yes,"Además, he adelantado mi voto positivo sin observación de ninguna naturaleza. Pero hace a mi responsabilidad como presidente de la comisión efectuar todas estas manifestaciones. Seguramente, no debe haber aquí",,
g242,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Arnold.,4 of 4,
g243,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Alasino.,4 of 9,
g244,2001-09-18_r64,2001-09-18_r64_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"Corresponde considerar en conjunto los órdenes del día que contienen proyectos de comunicación, resolución y declaración sin observaciones, sin perjuicio de que en el Diario de Sesiones figuren como de",,
g245,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",3 of 99,
g246,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,1 of 11,
g247,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",14 of 99,
g248,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consecuencia, pasa al Archivo.",3 of 12,
g249,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde considerar el dictamen de la Comisión de Defensa Nacional en el proyecto de comunicación del señor senador Villaverde por el que se solicitan informes sobre la eventual incorporación de,,
g250,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde considerar el dictamen de las comisiones de Asuntos Administrativos y Municipales y de Trabajo y Previsión Social en el proyecto de resolución del señor senador Tell y otros señores,,
g251,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sr. senador electo Alfonsín,Sr. senador electo Alfonsín,yes,"¡Sí, juro!",5 of 6,
g252,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sr. Gioja,Sr. Gioja,yes,"Señor presidente: debido a que se ha desdoblado el proyecto original, queda pendiente de aprobación el artículo 1° que formaría parte de un nuevo proyecto de resolución.",,
g253,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sra. diputada Castro,Sra. diputada Castro,yes,"Voy redondeando, señor presidente. Quienes estamos reunidos en esta Asamblea Legislativa somos los representantes del pueblo, ni más ni menos que los representantes del pueblo, pero sólo los representantes del",,
g254,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Señora senadora: la diputada González le está pidiendo una interrupción. ¿Se la concede?,,
g255,2002-01-06_r80,2002-01-06_r80_ORDINARIA.html,,Sr. Morales,Sr. Morales,yes,"Entonces, dejo aclarado que nuestro voto es afirmativo en el artículo en consideración, pero conscientes de que desde ningún punto de vista permitiremos que entre esos recursos queden incluidos el",,
g256,2002-01-17_r81,2002-01-17_r81_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Queda constituida la Cámara en comisión y confirmadas las autoridades para la conferencia.,,
g257,2002-01-17_r81,2002-01-17_r81_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Tiene la palabra el señor senador Maestro.,1 of 2,
g258,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Por Secretaría se hizo llegar oportunamente la lista de los asuntos entrados. Corresponde que los señores senadores formulen al respecto las consideraciones que estimen pertinentes.,,
g259,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sra. Colombo,Sra. Colombo,yes,Ya terminé.,,
