case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
227,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,25,Sr. Presidente (Guinle),Sr. Presidente (Guinle). —,yes,yes,same-paragraph,none,high,"Se han registrado 42 votos afirmativos, ninguno negativo y ningunaabstención. La votación resulta afirmativa",none,
228,2005-11-02_r34,2005-11-02_r34_ORDINARIA.pdf,29,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"En consecuencia, pasa al Archivo.",none,
229,2005-11-16_r37,2005-11-16_r37_ORDINARIA.pdf,12,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Quedan aprobadas las inserciones. Si no se hace uso de la palabra, se va",The quoted words span the label sentence and the immediately following indented line of the same turn.,
230,2005-11-16_r37,2005-11-16_r37_ORDINARIA.pdf,16,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de AsuntosAdministrativos y Municipales en el proyecto,none,
231,2005-11-16_r37,2005-11-16_r37_ORDINARIA.pdf,28,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra la senadora Perceval.,none,
232,2005-11-23_r38,2005-11-23_r38_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,none,
233,2005-11-23_r38,2005-11-23_r38_ORDINARIA.pdf,30,Sra. Gallego,Sra. Gallego. —,yes,yes,same-paragraph,none,high,"Señor presidente: voy a actuar como miembro informante de la Comisión deEducación, Cultura, Ciencia",none,
234,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,6,Sr. Pichetto,Sr. Pichetto. —,yes,yes,same-paragraph,none,high,"Señor presidente: en primer lugar, me parece que cabe decir aquí que ningunode los",none,
235,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,99,Sr. Jaque,Sr. Jaque. —,yes,yes,same-paragraph,none,high,"Lo que estaba manifestando no es que no haya afectación específica. De hecho,estamos diciendo",none,
236,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,137,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Continúa en el uso de la palabra el senador Gómez Diez.,"This exact sentence ""Continúa en el uso de la palabra el senador Gómez Diez."" is printed twice on this page, both times under the identical label ""Sr. Presidente."" — not ambiguous as to speaker since both instances share the same label.",
237,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,137,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Continúa en el uso de la palabra el senador Gómez Diez.,"Same page/quote as case 236. This exact sentence is printed twice on the page, both times under the identical label ""Sr. Presidente."" — not ambiguous as to speaker since both instances share the same label.",
238,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,178,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"¿Han quedado claras las modificaciones?Si no se hace uso de la palabra, en primer",none,
239,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,17,Sr. Capitanich,Sr. Capitanich. —,yes,yes,same-paragraph,none,high,La interrupción es simplemente para propiciar el cierre de la lista de oradoressi le,none,
240,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,32,Sr. Zavalía,Sr. Zavalía. —,yes,yes,same-paragraph,none,high,"Por la afirmativa, señor presidente.",none,
241,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,39,Sr. López Arias,Sr. López Arias. —,yes,yes,same-paragraph,none,high,Quisiera hacer una pregunta.,none,
242,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,41,Sr. Capitanich,Sr. Capitanich. —,yes,yes,same-paragraph,none,high,Señor presidente: efectivamente yo considero que la representación de lasregiones está perfectamente establecido en,none,
243,2006-02-15_r44,2006-02-15_r44_EXTRAORDINARIA.pdf,52,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Perfecto.Tiene la palabra el senador Jenefes.,none,
244,2006-02-22_r45,2006-02-22_r45_EXTRAORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Queda aprobado.Tiene la palabra el señor senador Pichetto.,none,
245,2006-02-22_r45,2006-02-22_r45_EXTRAORDINARIA.pdf,39,Sr. Rossi,Sr. Rossi. —,yes,yes,same-paragraph,none,high,"Señor presidente: adelanto el apoyo al proyecto en tratamiento. En ese sentido,acompañaré con mi",none,
246,2006-03-08_r02,2006-03-08_r02_ORDINARIA.pdf,3,Sr. Presidente (López Arias),Sr. Presidente (López Arias). —,yes,yes,same-paragraph,none,high,En el Día Internacional de la Mujer invito a la señoravicepresidenta 1° del Honorable,none,
247,2006-03-08_r02,2006-03-08_r02_ORDINARIA.pdf,29,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Massoni.,none,
248,2006-03-15_r03,2006-03-15_r03_ORDINARIA.pdf,50,Sr. Morales,Sr. Morales. —,yes,yes,same-paragraph,none,high,"Economista, pero sabe de contabilidad y sabe que si acá se dice que van",none,
249,2006-03-22_r04,2006-03-22_r04_ORDINARIA.pdf,6,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Adelante, señora senadora.",none,
250,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,12,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,medium,Queda aprobada la resolución. Se harán las comunicacionescorrespondientes.,"ambiguous — the exact phrase ""Queda aprobada la resolución. Se harán las comunicaciones correspondientes."" is printed twice on this page under labels that differ only in a spacing artifact: ""Sr. Presidente. —"" (item 16, reported here) and ""Sr. Presidente . —"" (item 17, extra space before the period). A third, near-identical but truncated instance (""Se harán las comunicaciones"" without ""correspondientes."") appears under ""Sr. Presidente . —"" at the bottom of the page (item 18), with its ending cut off onto the next page.",
251,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,12,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se harán las comunicacionescorrespondientes.,"Straightforward; quote is the final sentence of the ""Sr. Presidente."" paragraph closing Orden del Día N° 97.",
252,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,22,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el pedido","Quote continues ""...el pedido de la senadora Bortolozzi"" in the same paragraph as the label.",
253,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,27,Sra. Giusti,Sra. Giusti.,yes,yes,same-paragraph,none,high,"Señor presidente: en virtud de que no me toma la identidad, dejo constancia demi","Preceded by ""— Se practica la votación por medios electrónicos."" (stage direction), which does not end a turn.",
254,2006-04-19_r06,2006-04-19_r06_ORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las Comisiones de Minería, Energíay Combustibles y de Presupuesto","Opening line of item 4, ""Regulación y promoción para uso sustentable de biocombustibles...""",
255,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,7,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Asimismo, obra en Secretaría un pedido de la señora senadoraMastandrea por el que solicita",none,
256,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,50,Sr. Massoni,Sr. Massoni.,yes,yes,same-paragraph,none,high,"Perdón, ¿qué dicen de Catamarca?","Preceded by ""— Murmullos en el recinto."" as a separate stage-direction paragraph just before; it does not govern the quote.",
257,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,78,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: ¿por qué no llamamos, por intermedio de los secretarios de losbloques a",none,
258,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,80,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,En consideración la moción formulada por el señor senador Rodríguez Saá.—,"Item 37, moción de preferencia por el señor senador Rodríguez Saá.",
259,2006-05-10_r08,2006-05-10_r08_ORDINARIA.pdf,12,Sra. Perceval,Sra. Perceval.,yes,yes,same-paragraph,none,high,Así es. El proyecto ha ingresado a la comisión el 4 de mayo. La,none,
260,2006-05-17_r09,2006-05-17_r09_ORDINARIA.pdf,36,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Le solicitan una interrupción.,Short single-sentence turn interjected during Sr. Sanz's speech.,
261,2006-05-17_r09,2006-05-17_r09_ORDINARIA.pdf,51,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Sanz.,none,
262,2006-06-14_r12,2006-06-14_r12_ORDINARIA.pdf,8,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Negre de Alonso.,none,
263,2006-07-05_r14,2006-07-05_r14_ESPECIAL.pdf,56,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Es cierto.A su vez, hay cuestiones que hacen a una necesidad imperiosa. Yo pregunto","Short reply ""Es cierto."" followed immediately by the rest of the quoted sentence, same paragraph.",
264,2006-08-16_r19,2006-08-16_r19_ORDINARIA.pdf,42,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Señor senador Petcoff Naidenoff: por favor, exprese su voto a vivavoz.",none,
265,2006-08-30_r20,2006-08-30_r20_ORDINARIA.pdf,6,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Pido la palabra.,"Only one ""Pido la palabra."" on the page, opening item 4 (PE 189/06).",
266,2006-09-13_r22,2006-09-13_r22_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Corresponde considerar si se trata sobre tablas el dictamen de la ComisiónBicameral de Seguimiento,"Last paragraph on the page, opening item 10 (ODNI 909).",
267,2006-09-27_r23,2006-09-27_r23_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Para una interrupción tiene la palabra el senador Jaque.,none,
268,2006-10-04_r24,2006-10-04_r24_ORDINARIA.pdf,6,Sra. Capos,Sra. Capos.,yes,yes,same-paragraph,none,high,Pido la palabra.,"Opens item ""5. S. 3500, 3583, 3588 y 3596/06...""",
269,2006-10-11_r25,2006-10-11_r25_ORDINARIA.pdf,9,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En consideración.Si no se hace uso de la palabra, se va a votar.","Under item ""9. Consideración en conjunto de órdenes del día.""",
270,2006-10-11_r25,2006-10-11_r25_ORDINARIA.pdf,11,Sr. Capitanich,Sr. Capitanich.,yes,yes,same-paragraph,none,high,"En este contexto, el establecimiento de un régimen de incentivos genera laposibilidad de incrementar","Resumes after a quorum interruption (""¿Podemos continuar, señor presidente?""/""Sí, adelante, señor senador.""); the quoted words are in Capitanich's next paragraph.",
271,2006-11-01_r26,2006-11-01_r26_ORDINARIA.pdf,17,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,Pido la palabra.,"Only one ""Pido la palabra."" on the page, opening item ""7. Manifestaciones.""",
272,2006-11-01_r26,2006-11-01_r26_ORDINARIA.pdf,23,Sra. Riofrío,Sra. Riofrío.,yes,yes,same-paragraph,none,medium,Afirmativo.,"ambiguous — ""Afirmativo."" is printed twice in a row, once under ""Sra. Riofrío."" and once under ""Sr. Urquía.""; I picked the first occurrence but either could be intended.",
273,2006-11-22_r28,2006-11-22_r28_ORDINARIA.pdf,65,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Sanz.,none,
274,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,86,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,medium,Pido la palabra.,"ambiguous — ""Pido la palabra."" appears twice on this page, once under ""Sr. Pichetto."" and once under ""Sr. Capitanich.""; I picked the first occurrence but either could be intended.",
275,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,86,Sr. Capitanich,Sr. Pichetto.,phrase-printed-twice,yes,same-paragraph,none,medium,Pido la palabra.,"ambiguous — identical page and quote as Case 274; ""Pido la palabra."" appears twice, once under ""Sr. Pichetto."" and once under ""Sr. Capitanich.""; I picked the first occurrence but either could be intended.","parser right — 'Pido la palabra.' is printed twice, under Sr. Pichetto and under Sr. Capitanich, as the reader itself flagged. The sampled turn is the Capitanich one."
276,2006-12-13_r31,2006-12-13_r31_ORDINARIA.pdf,73,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Se deja constancia.Tiene la palabra el señor senador Salvatori.,"""Se deja constancia."" and ""Tiene la palabra el señor senador Salvatori."" are both part of the same Sr. Presidente paragraph.",
277,2006-12-20_r32,2006-12-20_r32_ORDINARIA.pdf,4,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro). —,yes,yes,same-paragraph,"""— El texto es el siguiente:""",high,Obra sobre las bancas el plan de labor aprobado en el plenariocelebrado hoy.— El,Quote spans the end of the spoken sentence and the start of the italicized stage-direction that follows it in the same paragraph block.,
278,2006-12-20_r32,2006-12-20_r32_ORDINARIA.pdf,19,Sra. Maza,Sra. Maza. —,yes,yes,same-paragraph,none,high,Solicito autorización para insertar mi discurso.,none,
279,2007-02-13_r33,2007-02-13_r33_EXTRAORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Cierra el senador Sanz, con el senador Pichetto. Son once oradores. Si serespetan los",none,
280,2007-03-01_r00,2007-03-01_r00_ASAMBLEA.pdf,14,Sr. Presidente de la Nación,Sr. Presidente de la Nación. —,yes,yes,previous-page,(Aplausos.),high,Y en esto los argentinos tenemos que aprenderla lección de la historia. Les pido,"Turn opens on printed page 5 with this label and runs uninterrupted (long address, repeatedly punctuated by ""(Aplausos.)"") through printed page 14, where the quoted words appear; no other bold label intervenes anywhere in the 10 images supplied.",
281,2007-03-14_r02,2007-03-14_r02_ORDINARIA.pdf,9,Sr. Pichetto,Sr. Pichetto. —,yes,yes,same-paragraph,none,high,No hay problemas en la incorporación del tratamiento de ambos temas.,none,
282,2007-03-14_r02,2007-03-14_r02_ORDINARIA.pdf,22,Sr. Capitanich,Sr. Capitanich. —,yes,yes,same-paragraph,none,high,"Nosotros tratamos el orden del día 907, que contiene un proyecto de ley queviene",none,
283,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,8,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,Obra sobre las bancas el plan de labor aprobado en la reunión de laborparlamentaria,none,
284,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,13,Sr. Petcoff Naifenoff,Sr. Petcoff Naifenoff. —,yes,yes,same-paragraph,none,high,"Señor presidente: solicito el tratamiento sobre tablas del expediente998/07.Como es de público conocimiento, la","Printed spelling on this page is ""Petcoff Naifenoff"" (elsewhere in the record the same senator appears as ""Petcoff Naidenoff""); reported exactly as printed here.",
285,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,19,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Aprobado.Vicecomodoro José Oscar OROPEL.Si no se hace uso de la palabra, se va a","Same wording (""Aprobado. Vicecomodoro ... Si no se hace uso de la palabra, se va a votar."") recurs multiple times on this page under the same Sr. Presidente label for different nominees; the one naming ""José Oscar OROPEL"" is the match for the quoted words.",
286,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,37,Sr. Presidente (López Arias),Sr. Presidente (López Arias). —,yes,yes,same-paragraph,none,high,"En este último caso, ¿la preferencia es para la próxima sesión?",none,
287,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,39,Sr. Presidente (López Arias),Sr. Presidente (López Arias). —,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el tratamientosobre",none,
288,2007-05-23_r07,2007-05-23_r07_ORDINARIA.pdf,19,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro) . —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión dePresupuesto y Hacienda en el proyecto de,none,
289,2007-05-23_r07,2007-05-23_r07_ORDINARIA.pdf,20,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro) . —,yes,yes,previous-page,none,high,Tiene la palabra el señor senador Capitanich.,"The supplied image for this case is only printed page 20, where the quoted words open the page with no label of their own; the governing label is printed at the bottom of the preceding page 19 (""Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda... En consideración en general.""), which I had already viewed for case 288.",
290,2007-05-23_r07,2007-05-23_r07_ORDINARIA.pdf,37,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"Tiene la palabra el senador por Santa Cruz, Martínez.",none,
291,2007-05-23_r07,2007-05-23_r07_ORDINARIA.pdf,58,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro). —,yes,yes,same-paragraph,none,high,"Como hay quórum, vamos a habilitar el tratamiento sobre tablas.En consideración.Si no se hace",none,
292,2007-06-06_r08,2007-06-06_r08_ORDINARIA.pdf,37,Sr. Rossi,Sr. Rossi. —,yes,yes,same-paragraph,none,high,Pido la palabra.,"""Pido la palabra."" is a generic recurring phrase; on this page it appears once, at the very bottom, under Sr. Rossi.",
293,2007-06-27_r09,2007-06-27_r09_ORDINARIA.pdf,14,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro) . —,yes,yes,same-paragraph,none,high,"Perdón, senador Terragno, le pide el uso de la palabra el senadorPichetto.",none,
294,2007-06-27_r09,2007-06-27_r09_ORDINARIA.pdf,21,Sr. Pichetto,Sr. Pichetto.—,yes,yes,same-paragraph,none,high,"Fue una propuesta de la señora senadora Isidori. Si estamos de acuerdo, lasacamos, no",none,
295,2007-07-04_r10,2007-07-04_r10_ORDINARIA.pdf,8,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro). —,yes,yes,same-paragraph,none,high,"Aprobado.Si no se hace uso de la palabra, se va a votar en general","The phrase ""Aprobado."" recurs several times on this page under the same Sr. Presidente label; the instance matching ""...se va a votar en general y en particular..."" is the one under item 7 (near the bottom of the page).",
296,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,24,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Rossi.,none,
297,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,32,Sr. Rodríguez Saá,Sr. Rodríguez Saá. —,yes,yes,same-paragraph,none,high,Pido la palabra para otra cuestión de privilegio.,none,
298,2007-08-22_r12,2007-08-22_r12_ORDINARIA.pdf,7,Sr. Presidente,Sr. Presidente. —,yes,yes,same-paragraph,none,high,"De acuerdo con lo establecido en la reunión de labor parlamentaria, estaPresidencia solicita realizar",none,
299,2007-08-22_r12,2007-08-22_r12_ORDINARIA.pdf,35,Sr. Morales,Sr. Morales.—,yes,yes,same-paragraph,none,high,"Si esa será la metodología a utilizar para la votación —es decir, en general",none,
300,2007-11-07_r13,2007-11-07_r13_ORDINARIA.pdf,12,Sr. Secretario (Estrada),Sr. Secretario (Estrada). —,yes,yes,same-paragraph,none,high,Mensaje 1193/07 del Poder Ejecutivo por el que se solicita que sepromueva a funcionario,none,
301,2007-11-07_r13,2007-11-07_r13_ORDINARIA.pdf,28,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,"footnote marker ""12"" appears between ""Afirmativo."" and ""Si no se hace uso de la palabra...""",high,"Afirmativo. Si no se hace uso de la palabra, se va a votar, en",Single clear match; footnote number is embedded mid-sentence but does not end the turn.,
302,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,13,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"En consideración los pedidos de inserción.Si no se hace uso de la palabra, se",Straightforward match.,
303,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,19,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Se va a votar el artículo 2°.,Straightforward match.,
304,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,32,Sr. Pérsico,Sr. Pérsico.,yes,yes,same-paragraph,none,high,"Sí, señor presidente.",Only one occurrence of the phrase on this page.,
305,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,36,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Continúa la sesión.Corresponde votar el dictamen de la Cámara constituida en comisión en el,Straightforward match.,
306,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,42,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Entonces, son 39 votos afirmativos. Hay unanimidad.—","The trailing em-dash in the quoted phrase belongs to the following italicized stage-direction line (""— El resultado de la votación surge del Acta Nº 6""), which is not part of the speaker's paragraph.",
307,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,42,Sr. Gallego,Sr. Gallego.,yes,yes,same-paragraph,none,high,Solicito que se voten las inserciones.,"Same page as case 306, different paragraph below it.",
308,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,39,Sr.  Capitanich,Sr. Capitanich.,yes,yes,same-paragraph,none,high,"Señor presidente: en primer lugar, propongo que se vote en general y en particular",Straightforward match.,
309,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,58,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Sistemas, Medios de Comunicación y Libertad",Straightforward match.,
310,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,59,Sra. Negre de Alonso,Sra. Negre de Alonso.,yes,yes,same-paragraph,none,high,Pido la palabra.,Label and quote are both the first line printed on the page; only one occurrence of the phrase.,
311,2007-12-05_r19,2007-12-05_r19_ORDINARIA.pdf,12,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,Señor presidente: yo iba a proponer lo mismo ya que este tema fue debatido,Straightforward match.,
312,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,19,Sr. Morales,Sr. Morales.—,yes,yes,same-paragraph,none,high,"Señor presidente: nosotros vamos a fundar nuestro voto negativo por distintasrazones, algunas que son","Label printed with dash directly attached, no space before the em dash, reproduced as printed.",
313,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Señor senador: el señor senador Fernández le solicita una interrupción.,No parenthetical name printed with this instance of the label on this page.,
314,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,55,Sr. Jenefes,Sr. Jenefes.,yes,yes,same-paragraph,none,high,Pido la palabra para una aclaración.,Straightforward match.,
315,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,74,Sr. Morales,Sr. Morales.,yes,yes,same-paragraph,none,high,Señor presidente: quiero fundamentar nuestro voto negativo respecto de estasdos renegociaciones.Me parece que este,Straightforward match.,
316,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,19,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,El señor senador Rached también debiera votar a viva voz.,Straightforward match.,
317,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,88,Sr. Secretaría (Estrada),Sr. Secretaría (Estrada).,yes,yes,same-paragraph,none,high,Tenía dictamen unánime de las dos comisiones.,"Printed exactly as ""Secretaría"" (with accent, matching the noun for ""Secretary's Office"") rather than ""Secretario"" — an apparent typo in the original, reproduced verbatim.",
318,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,88,Sr. Presidente (Marino),Sr. Presidente (Marino).,yes,yes,same-paragraph,none,high,Aprobado.En consideración en general.Tiene la palabra el señor senador Morales.,"Straightforward match; same page as case 317, later paragraph.",
319,2008-02-13_r23,2008-02-13_r23_EXTRAORDINARIA.pdf,6,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,Straightforward match; no parenthetical name printed with this label instance.,
320,2008-02-13_r23,2008-02-13_r23_EXTRAORDINARIA.pdf,26,Sra. Estenssoro,Sra. Estenssoro.,yes,yes,same-paragraph,none,high,"Sí; le agradezco, señor presidente, pero como representante de la Ciudadde Buenos Aires, viendo",Straightforward match.,
321,2008-02-13_r23,2008-02-13_r23_EXTRAORDINARIA.pdf,41,Sr. Marín,Sr. Marín.,yes,yes,same-paragraph,none,high,Señor presidente: las modificaciones están introducidas en el dictamen que estáen Secretaría.,Straightforward match.,
322,2008-02-27_r24,2008-02-27_r24_EXTRAORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente.—,yes,yes,same-paragraph,none,high,"Para una interrupción, tiene la palabra el señor senador Ríos.","Label printed with dash directly attached, no parenthetical name; reproduced as printed.",
323,2008-03-01_r00,2008-03-01_r00_ASAMBLEA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Invito, entonces, a los nombrados a cumplir con su cometido y al resto de",Straightforward match.,
324,2008-03-12_r02,2008-03-12_r02_ORDINARIA.pdf,7,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Por Secretaría se dará lectura al proyecto de declaración de los señoressenadores Filmus y,Straightforward match.,
325,2008-04-16_r05,2008-04-16_r05_ORDINARIA.pdf,32,Sr. Viana,Sr. Viana.,yes,yes,same-paragraph,none,high,"Señor presidente: estos expedientes están en la Comisión de Agricultura,Ganadería y Pesca, como cabecera,",Straightforward match.,
326,2008-04-30_r06,2008-04-30_r06_INFORMATIVA_ESPECIAL.pdf,50,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Ahora parece ser que amigo del gobierno, pero en aquelentonces...","Preceding line ""Sr. Morales. — Ahora amigo del gobierno."" is a different, shorter turn immediately before; the quoted words open the next labeled paragraph.",
327,2008-05-14_r07,2008-05-14_r07_ORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Sí, senador Rodríguez Saá. Después, tiene la palabra el señor senador Jenefes.",none,
328,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,18,Sr. Ríos,Sr. Ríos.,yes,yes,same-paragraph,none,high,"Señor presidente: solicito una preferencia con dictamen de comisión respectodel expediente S-1409/08, relacionado con",none,
329,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,24,Sr. Rodríguez Saá,Sr. Rodríguez Saá.,yes,yes,same-paragraph,none,high,"Señor presidente: en primer lugar, este proyecto ingresado el 8 demayo tiene una trascendencia",none,
330,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,65,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,Señor presidente: le solicité al presidente de mi bloque pasar este temapara la próxima,none,
331,2008-06-25_r10,2008-06-25_r10_ORDINARIA.pdf,10,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,"a footnote marker ""5"" appears inline right after ""consecuencia."" before the text continues with ""Terminamos con los homenajes.""",high,Queda aprobada la declaración. Se procederá en consecuencia. Terminamos con los homenajes.,The footnote marker sits inside the quoted span but does not break the paragraph or introduce a new label.,
